tool			synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 
run set			SMPMC	SMPMC	SMPMC	SMPMC	SMT(LRA)	SMT(LRA)	SMT(LRA)	SMT(LRA)
../../benchmarks/files/benchmark-q2-cost/			status	cputime (s)	walltime (s)	memUsage	status	cputime (s)	walltime (s)	memUsage
benchmark-q2-cost-sat_dpm.yml	sat	true	true	10.444821	10.735404178500175		TIMEOUT	30000	30000	
benchmark-q2-cost-sat_grid-10-sl-4fsc.yml	sat	true	true	1.120141	1.4431981230154634		TIMEOUT	30000	30000	
benchmark-q2-cost-sat_grid-meet-sl-2fsc.yml	sat	true	true	19.49055	19.77337523549795		TIMEOUT	30000	30000	
benchmark-q2-cost-sat_maze.yml	sat	true	true	0.47412	0.7994027910754085		TIMEOUT	30000	30000	
benchmark-q2-cost-unsat_dpm.yml	unsat	false	false	8.341641	8.625355488620698		TIMEOUT	30000	30000	
benchmark-q2-cost-unsat_grid-10-sl-4fsc.yml	unsat	false	false	1.429732	1.7247877037152648		TIMEOUT	30000	30000	
benchmark-q2-cost-unsat_grid-meet-sl-2fsc.yml	unsat	false	false	83.681006	84.00338074564934		TIMEOUT	30000	30000	
benchmark-q2-cost-unsat_maze.yml	unsat	false	false	1.480684	1.780534197576344		TIMEOUT	30000	30000	
