x,y,velx,vely
31.760,-1.520,9.076,-8.025
33.950,-1.130,9.960,-11.441
37.040,-1.180,10.846,-9.720
36.210,-1.170,7.922,-8.344
36.190,-1.530,10.592,-11.428
20.460,4.840,-1.036,-17.959
22.110,6.180,-0.981,-17.382
16.740,5.000,-0.812,-20.094
20.100,6.130,-0.915,-23.784
20.380,4.910,-0.879,-23.100
16.500,5.400,-1.068,-16.927
17.790,6.090,-0.772,-21.457
19.850,5.810,-0.820,-19.723
24.110,2.470,5.934,-4.400
22.270,2.820,5.542,-4.042
23.340,2.530,4.769,-4.425
22.460,2.410,4.100,-4.120
29.680,2.970,5.292,-4.464
25.380,2.570,5.287,-4.662
28.090,3.210,4.925,-4.063
22.660,3.010,4.096,-3.442
25.070,-7.130,1.629,-25.249
33.070,-6.200,2.264,-30.968
33.160,-5.950,1.829,-30.387
33.610,-7.650,1.679,-27.227
30.390,-6.000,1.704,-21.927
32.740,-8.390,1.703,-27.588
27.050,-5.980,2.215,-31.167
33.440,-8.140,2.261,-27.611
23.490,2.080,0.000,-0.000
24.550,2.240,0.000,-0.000
26.670,2.840,0.000,-0.000
19.730,2.250,0.000,-0.000
25.820,2.080,0.000,-0.000
26.850,2.290,0.000,-0.000
19.360,1.930,0.000,-0.000
22.730,2.050,0.000,-0.000
25.530,1.090,8.280,-8.850
30.520,1.050,7.557,-6.373
24.540,1.020,8.395,-7.214
31.820,1.320,8.779,-6.839
25.400,1.310,7.751,-6.436
32.620,1.330,7.265,-6.737
33.010,1.160,7.533,-5.937
25.400,1.130,8.219,-8.568
32.130,-7.870,13.077,-24.621
30.500,-9.140,11.467,-31.909
27.570,-8.620,13.897,-31.895
29.960,-7.980,13.432,-24.156
34.750,-9.860,12.867,-26.059
36.610,-11.060,13.582,-23.343
37.900,-9.640,13.761,-23.109
28.970,-8.660,13.329,-26.239
24.480,1.930,0.000,0.000
26.140,2.000,0.000,0.000
20.980,2.530,0.000,0.000
20.850,2.240,0.000,0.000
21.200,2.590,-0.000,0.000
22.550,2.430,-0.000,0.000
21.660,2.100,-0.000,0.000
18.070,2.320,-0.000,0.000
30.000,3.220,7.021,1.422
20.630,3.180,7.327,1.288
25.550,3.210,6.861,1.823
29.660,3.110,7.892,1.359
21.890,3.540,7.950,1.301
22.110,3.340,5.764,1.686
22.730,3.810,7.779,1.773
20.590,4.110,8.024,1.388
27.750,3.780,-2.019,-1.175
25.080,2.650,-1.855,-0.907
20.510,3.000,-1.812,-1.035
28.730,3.360,-1.768,-1.173
23.150,2.870,-2.149,-0.680
23.690,3.700,-1.491,-0.864
21.770,3.180,-1.642,-0.914
28.430,3.120,-1.541,-0.940
27.750,9.500,3.593,-18.884
20.480,9.460,3.529,-16.617
25.560,10.550,4.905,-18.012
28.370,11.370,3.705,-16.511
28.280,7.940,3.700,-21.076
21.350,8.060,4.097,-20.217
25.450,9.140,4.240,-24.008
26.070,10.390,5.041,-23.912
36.600,-3.790,3.578,-25.201
30.770,-3.590,4.927,-30.843
44.420,-3.290,3.465,-22.748
30.220,-4.230,4.319,-28.160
43.140,-4.420,4.404,-23.777
40.700,-4.850,4.678,-22.963
40.120,-4.120,4.146,-23.596
31.760,-3.880,4.432,-26.732
29.290,-5.770,6.046,-32.204
28.240,-4.410,6.876,-30.953
32.080,-5.170,6.352,-22.939
32.140,-4.330,5.195,-25.528
30.490,-5.060,5.529,-28.190
31.810,-4.960,6.091,-33.435
33.330,-4.120,7.160,-30.709
35.230,-4.110,6.420,-25.237
40.710,-4.940,8.264,-33.777
41.970,-3.430,7.074,-32.522
36.130,-4.180,7.401,-26.757
41.570,-3.620,8.707,-29.525
39.710,-4.210,6.889,-31.625
39.690,-4.830,7.398,-32.425
32.080,-4.020,7.876,-26.273
33.980,-4.380,6.409,-33.908
44.130,-2.740,3.149,-27.072
40.740,-2.140,2.247,-23.807
45.840,-2.220,2.259,-33.678
37.360,-2.400,2.663,-32.125
40.010,-2.780,2.801,-28.990
41.160,-2.140,2.646,-26.714
41.850,-2.070,2.904,-29.820
42.290,-2.640,2.354,-28.330
45.750,-8.420,9.139,-29.124
46.530,-8.010,9.051,-32.749
45.680,-9.230,7.089,-29.112
34.480,-8.680,7.156,-25.618
33.530,-9.970,8.835,-34.621
41.190,-11.350,8.709,-30.610
36.750,-7.980,9.597,-27.517
39.820,-8.290,8.420,-27.754
24.180,-6.260,1.783,-30.868
27.720,-8.530,1.350,-27.232
29.610,-6.340,1.739,-28.202
27.650,-6.880,1.634,-25.552
24.740,-7.120,1.954,-36.827
25.320,-7.260,1.982,-33.214
27.800,-7.710,1.890,-27.861
23.790,-7.020,1.645,-36.121
31.910,-10.730,3.544,-40.353
38.290,-9.880,3.269,-40.896
38.440,-11.170,2.658,-35.555
32.310,-8.960,3.584,-38.374
35.380,-8.790,3.397,-40.349
38.060,-11.470,2.708,-38.485
30.900,-10.010,4.027,-34.591
35.990,-8.800,3.703,-34.641
37.020,-8.620,6.306,-32.983
34.330,-10.940,4.971,-34.215
42.750,-10.570,4.510,-36.425
39.220,-10.560,5.313,-31.815
35.590,-11.000,4.739,-29.887
43.640,-8.100,5.301,-32.509
34.050,-7.840,4.771,-29.790
41.230,-8.730,5.098,-39.416
16.010,5.760,-1.496,-22.188
17.940,5.310,-1.922,-28.306
20.490,6.260,-1.561,-20.069
20.790,5.980,-1.939,-21.809
18.670,6.630,-2.189,-24.047
18.840,6.800,-1.949,-23.128
20.090,6.350,-1.846,-23.876
17.840,6.360,-2.339,-28.302
24.180,2.390,5.343,-1.170
22.770,2.750,5.426,-1.151
22.120,2.980,5.070,-1.170
24.130,3.110,4.916,-1.036
24.320,2.400,4.988,-1.212
25.150,3.360,6.180,-1.394
20.080,2.660,5.222,-1.572
26.810,2.310,5.312,-1.445
23.510,2.420,1.153,0.274
18.970,2.320,1.053,0.255
20.090,3.410,0.971,0.233
21.460,3.170,1.218,0.257
26.790,3.250,1.075,0.315
19.730,2.700,1.071,0.303
24.260,2.530,0.962,0.396
22.410,2.600,1.048,0.280
27.570,0.680,12.193,-9.956
35.470,0.820,12.854,-8.380
31.220,0.860,11.408,-10.118
29.470,0.820,10.246,-8.886
27.160,0.770,11.811,-9.127
32.260,0.880,10.929,-10.104
32.290,0.860,13.343,-9.160
26.680,0.700,13.578,-7.114
29.820,-10.330,1.282,-37.918
23.270,-11.760,1.386,-33.386
31.160,-11.760,1.338,-37.184
31.400,-11.220,1.441,-39.102
31.320,-13.490,1.414,-32.488
25.530,-13.230,1.441,-27.686
29.030,-13.870,1.329,-39.095
26.110,-11.660,1.951,-34.343
25.990,2.720,0.000,0.000
22.470,2.390,0.000,0.000
24.630,2.030,0.000,0.000
23.480,2.880,0.000,0.000
24.600,2.980,0.000,0.000
26.060,2.770,0.000,0.000
19.330,2.710,0.000,0.000
19.510,2.100,0.000,0.000
20.180,2.670,-0.430,-0.117
18.640,2.720,-0.513,-0.113
26.830,2.600,-0.566,-0.147
19.150,2.230,-0.470,-0.140
18.300,2.130,-0.453,-0.114
25.990,2.080,-0.514,-0.104
19.090,2.620,-0.445,-0.111
26.040,2.530,-0.396,-0.085
22.340,5.480,1.886,0.720
22.770,4.790,2.094,0.688
30.110,5.360,1.675,0.812
22.040,4.890,1.797,0.709
30.570,4.870,1.171,0.642
27.790,4.360,1.360,0.519
21.680,4.230,1.353,0.639
30.860,5.210,1.576,0.634
28.980,3.380,2.289,-0.125
22.160,2.930,2.701,-0.105
23.620,4.150,2.348,-0.129
26.650,3.450,3.026,-0.121
27.600,3.970,2.172,-0.348
24.250,3.870,2.441,-0.302
22.200,4.300,2.827,-0.320
28.730,4.230,2.310,-0.296
15.270,16.640,0.671,-8.502
12.430,20.210,0.770,-6.686
11.960,16.490,0.733,-6.884
11.810,18.330,0.815,-6.858
13.590,15.890,0.650,-6.605
17.460,16.750,0.870,-6.921
11.960,22.240,0.917,-6.811
11.800,17.250,0.836,-7.246
22.490,13.800,3.466,-16.209
22.760,13.960,3.615,-16.154
17.430,14.160,3.631,-12.379
22.140,10.990,3.454,-14.584
17.020,14.820,3.535,-17.916
21.350,12.390,4.686,-17.447
18.430,12.420,3.539,-12.278
23.600,12.390,4.467,-13.546
27.070,3.050,5.796,-27.950
28.160,2.730,6.246,-25.245
27.590,2.470,6.863,-29.746
28.110,3.080,7.208,-26.817
28.230,2.850,6.887,-29.594
26.820,3.070,7.399,-22.862
29.220,3.480,5.981,-23.062
37.390,3.130,6.032,-23.894
35.010,2.350,2.428,-22.949
34.610,2.020,2.092,-28.720
37.000,2.190,2.643,-22.499
34.490,1.900,2.191,-22.405
33.270,2.390,2.358,-26.437
36.610,2.250,2.318,-29.288
35.820,1.660,2.580,-29.678
31.130,2.050,2.925,-28.568
30.690,3.140,8.114,-25.035
22.420,2.750,5.438,-22.731
30.520,3.020,5.471,-25.264
28.410,3.210,6.868,-22.878
24.220,3.310,5.676,-26.202
25.240,3.210,5.953,-25.848
20.960,2.750,5.771,-24.196
27.410,3.250,7.270,-21.637
25.730,0.020,0.605,-18.769
31.420,0.030,0.811,-20.664
30.940,0.030,0.812,-27.067
32.950,0.030,0.729,-25.465
31.570,0.020,1.441,-25.443
27.360,0.020,1.487,-19.702
24.730,0.020,1.318,-19.605
25.410,0.020,1.077,-26.452
20.270,2.590,-4.604,2.979
24.290,2.700,-5.703,2.456
22.610,2.340,-3.896,2.516
19.420,2.850,-4.123,2.806
25.020,2.960,-4.494,2.012
19.000,2.820,-3.328,1.787
25.950,2.460,-4.109,2.267
25.210,2.680,-3.752,2.020
30.470,-1.220,5.780,-32.000
27.740,-1.130,6.288,-26.863
27.070,-1.050,6.279,-27.938
34.950,-1.280,6.759,-28.505
27.740,-1.170,7.512,-25.114
28.740,-1.130,6.333,-26.528
35.330,-1.420,6.279,-33.223
34.280,-1.100,7.168,-29.115
30.420,2.770,5.671,-17.723
23.930,2.600,6.061,-17.079
29.810,2.830,5.549,-20.015
22.790,2.670,5.078,-22.730
23.190,3.250,4.266,-17.365
25.410,2.250,4.293,-24.398
29.660,2.920,5.189,-23.367
22.520,3.290,5.415,-20.161
38.440,2.570,4.004,-18.613
29.500,2.360,4.326,-21.525
31.220,3.130,4.458,-23.059
34.960,2.530,4.343,-18.088
26.170,2.440,4.916,-19.348
36.140,2.710,3.995,-22.659
34.630,3.320,3.755,-23.214
31.810,2.930,5.200,-17.810
14.070,19.460,-1.638,-17.257
15.200,16.880,-2.063,-12.269
14.810,19.830,-2.264,-16.116
13.190,14.320,-1.601,-13.573
17.980,19.690,-2.406,-12.371
15.850,14.740,-2.168,-17.270
14.960,18.180,-2.670,-13.344
16.190,13.910,-2.067,-13.148
15.060,7.110,-6.605,-29.418
16.590,7.200,-7.378,-24.737
15.390,7.170,-6.734,-34.666
15.770,9.840,-6.051,-26.590
15.690,9.030,-5.686,-34.196
13.410,8.290,-5.258,-27.998
13.960,8.500,-7.108,-23.820
16.310,9.530,-5.123,-28.736
14.560,4.250,-2.062,0.149
13.800,5.870,-2.022,0.407
13.270,4.910,-1.233,-1.726
12.850,4.340,-1.334,-2.047
14.670,5.290,-1.577,-2.046
14.040,5.290,-4.796,-0.619
13.340,3.970,-5.841,-0.744
14.160,5.120,-5.587,-0.645
12.450,4.440,-6.064,-0.335
14.270,4.890,-4.467,-0.434
13.780,4.260,-5.825,-0.335
14.950,8.050,-2.072,-21.450
15.240,7.160,-2.797,-28.175
17.730,8.870,-2.404,-27.782
20.080,7.220,-2.922,-23.999
14.930,9.420,-2.622,-28.948
20.540,9.840,-2.317,-26.516
18.470,8.540,-2.802,-21.160
19.620,9.010,-2.179,-24.960
17.530,3.990,7.392,-1.483
21.630,3.880,5.548,-1.509
18.330,3.060,6.862,-1.451
20.760,3.310,6.820,-1.839
20.360,3.780,5.352,-1.980
15.980,3.960,5.673,-2.640
23.610,2.800,6.743,-2.408
22.080,3.980,6.776,-2.572
12.090,5.510,-3.647,-0.940
16.090,5.780,-4.185,-1.015
13.810,4.690,-3.823,-0.800
16.160,4.710,-3.808,-0.819
12.250,5.390,-4.992,-0.919
16.710,5.040,-4.306,-0.853
15.850,4.860,-4.185,-0.900
12.350,5.390,-4.999,-0.907
12.370,5.340,-7.539,0.019
13.300,4.710,-8.207,0.102
12.500,4.780,-7.416,0.145
14.500,5.770,-6.340,0.111
13.800,4.080,-6.438,2.012
14.860,4.180,-7.524,0.604
13.180,4.930,-6.092,0.658
17.360,11.330,-3.781,-30.066
22.950,10.850,-4.700,-22.790
21.710,12.290,-4.061,-23.620
20.720,10.780,-4.183,-30.107
18.720,11.860,-4.367,-29.791
17.520,13.870,-3.952,-30.450
19.170,13.690,-4.559,-29.740
20.350,12.410,-3.640,-30.544
20.190,2.960,5.022,-1.927
20.320,2.990,5.105,-1.658
18.280,2.770,5.130,-2.162
16.540,2.890,5.321,-2.213
17.280,2.870,6.342,-1.968
21.880,3.590,6.519,-1.815
21.670,3.410,4.662,-1.410
20.320,3.280,5.612,-1.756
14.870,8.760,-7.447,-30.566
15.290,8.100,-7.640,-26.342
12.700,9.280,-8.289,-30.540
18.890,7.190,-8.660,-27.124
16.650,10.220,-7.227,-28.302
17.680,7.730,-8.433,-27.754
15.300,7.010,-7.448,-26.939
15.520,9.580,-6.126,-25.200
13.140,5.980,-2.728,-0.863
13.130,5.170,-2.572,-0.610
12.930,4.810,-2.797,-0.719
13.870,5.330,-2.912,-0.786
10.870,5.920,-9.331,0.965
9.740,6.460,-9.057,0.928
9.790,4.610,-9.457,0.990
9.850,4.780,-9.548,0.896
8.870,5.740,-7.795,0.856
11.380,5.150,-10.518,0.971
9.570,6.340,-10.230,0.993
9.430,6.270,-8.012,0.738
18.820,12.510,2.572,-12.863
17.440,15.340,1.901,-11.920
24.150,14.770,2.196,-11.518
18.530,11.300,1.958,-10.330
25.840,12.730,1.862,-9.877
21.180,14.810,2.131,-11.992
21.550,13.200,2.277,-11.123
20.570,14.190,2.241,-12.121
16.980,14.570,4.165,-17.872
16.790,10.640,3.101,-15.904
18.090,12.630,4.023,-18.129
14.410,11.320,3.080,-15.852
19.370,12.010,2.975,-16.151
17.930,10.800,3.396,-15.590
17.780,11.050,3.402,-14.723
17.880,9.820,3.467,-17.182
21.720,3.230,3.846,-0.015
27.540,2.890,2.888,-0.017
27.140,3.440,3.889,-0.021
25.860,3.860,3.216,-0.019
28.050,3.780,3.068,0.147
21.230,3.730,3.332,0.112
25.220,3.840,3.567,0.145
21.150,2.760,3.633,0.119
18.270,3.070,-2.214,1.515
18.490,3.180,-2.952,1.427
25.960,3.310,-2.897,1.482
21.930,2.310,-2.398,1.150
22.350,2.900,-2.476,0.656
25.660,2.610,-2.152,0.826
26.300,3.090,-2.201,0.643
19.190,2.980,-2.232,0.776
27.620,3.990,-0.408,-0.554
23.560,3.160,-0.405,-0.412
23.800,3.110,-0.379,-0.506
27.740,3.130,-0.297,-0.528
29.400,3.620,-0.273,-0.402
24.750,2.900,-0.346,-0.541
28.070,3.310,-0.397,-0.532
23.360,3.300,-0.329,-0.415
20.840,2.540,10.269,-5.732
23.740,3.270,9.315,-5.118
22.280,3.500,8.153,-5.484
22.730,2.900,9.370,-4.436
21.800,3.530,9.070,-6.224
23.570,2.560,10.272,-4.309
23.270,2.500,7.754,-4.943
25.030,2.910,8.122,-5.067
27.570,2.880,-1.933,0.050
28.130,3.630,-2.344,0.070
24.090,3.690,-2.320,0.072
27.320,3.790,-1.934,0.070
23.070,3.600,-2.032,0.032
21.240,3.040,-2.103,0.028
21.190,4.100,-2.282,0.025
24.340,3.150,-1.942,0.026
19.640,2.020,0.281,0.066
26.890,2.590,0.297,0.091
20.560,2.230,0.296,0.075
23.510,2.320,0.364,0.076
23.620,2.180,0.150,0.031
21.290,2.840,0.196,0.026
26.720,2.910,0.152,0.027
21.260,2.070,0.188,0.026
27.120,2.500,-5.595,-0.968
25.040,2.590,-3.987,-1.167
27.880,3.160,-5.708,-0.833
26.410,2.870,-4.573,-0.830
23.230,2.510,-5.505,-0.740
21.750,3.180,-4.882,-0.722
21.720,3.160,-5.550,-0.771
19.540,3.000,-4.898,-0.656
18.890,2.650,-2.632,1.736
22.680,2.290,-2.998,1.458
19.330,3.140,-2.491,1.373
24.760,2.800,-2.517,1.639
25.450,2.540,-2.994,1.259
22.600,3.160,-3.057,1.291
23.340,2.370,-2.875,1.659
21.950,2.570,-2.136,1.634
13.990,18.170,1.790,-11.147
13.810,13.290,2.295,-15.481
19.100,13.170,2.084,-12.591
16.550,16.870,1.675,-13.876
14.430,17.880,1.788,-13.779
13.650,13.070,1.879,-13.628
18.710,18.790,2.376,-14.355
13.640,16.280,1.866,-11.865
15.490,13.570,1.853,-17.601
18.490,10.780,1.685,-17.656
21.260,10.910,1.763,-21.595
19.100,10.760,1.667,-20.476
21.450,12.050,2.062,-19.200
16.420,10.660,1.636,-16.701
21.890,12.500,2.003,-19.659
18.450,11.450,1.827,-22.735
21.350,4.080,8.605,-3.857
18.200,4.370,8.650,-4.132
23.580,4.400,8.806,-5.344
17.410,4.620,10.929,-5.384
20.450,3.720,10.899,-4.240
17.520,4.140,9.851,-5.177
21.230,4.740,7.670,-4.239
18.090,4.590,8.282,-5.605
23.830,4.890,2.249,-16.446
25.170,5.320,2.189,-18.528
29.580,5.500,2.365,-15.278
24.440,5.820,2.748,-14.939
23.690,5.230,3.067,-20.869
30.590,5.360,2.656,-15.667
29.710,5.240,2.466,-17.003
27.040,4.870,2.440,-19.359
24.530,7.160,2.609,-20.930
22.480,6.740,2.204,-19.121
22.490,7.810,2.647,-25.597
18.410,6.820,2.407,-18.772
22.700,6.680,2.786,-22.763
20.800,6.440,2.209,-25.945
20.470,6.970,2.440,-20.110
19.850,6.750,2.743,-19.965
20.750,9.710,3.202,-21.466
23.820,9.600,3.055,-27.996
18.300,9.910,3.741,-26.171
16.310,9.330,3.670,-22.225
23.660,10.450,3.048,-22.103
23.770,8.190,2.582,-25.971
23.650,8.170,3.650,-22.741
20.330,8.660,2.814,-25.619
18.370,2.470,5.992,2.835
24.250,2.490,7.346,3.137
22.520,2.790,5.710,3.167
18.730,2.480,7.918,3.272
25.860,2.010,7.629,2.600
18.440,1.940,6.884,2.398
17.790,2.180,7.698,2.807
19.120,2.310,6.168,2.816
20.240,8.800,2.132,-25.018
26.800,10.680,2.145,-19.622
23.670,10.930,2.304,-21.652
28.280,8.650,1.920,-26.641
24.470,11.830,2.285,-26.390
24.940,8.440,1.958,-22.568
28.740,10.020,1.697,-26.048
21.050,10.470,1.824,-23.069
19.500,3.520,6.203,-2.866
22.330,2.620,4.840,-3.186
24.570,3.550,5.154,-2.610
19.860,3.690,4.464,-2.816
20.360,3.230,6.050,-3.225
18.270,3.260,4.788,-2.629
18.900,3.210,5.993,-3.321
24.150,2.910,4.613,-3.433
16.170,9.080,0.488,-19.558
14.800,9.360,0.611,-15.786
20.430,11.370,0.630,-20.139
17.530,10.200,0.474,-22.015
21.530,11.000,0.780,-17.511
20.910,10.670,0.744,-15.953
16.900,9.530,0.811,-17.084
16.110,11.240,0.589,-19.460
24.750,3.270,2.898,0.946
22.180,2.570,2.767,0.898
22.590,2.930,3.401,1.151
21.660,2.820,3.554,1.222
19.160,3.200,3.486,0.982
27.040,3.780,3.118,1.058
26.130,3.460,3.033,1.028
18.330,3.550,3.779,1.084
22.760,3.240,9.953,-3.487
17.730,2.790,10.822,-4.227
23.420,3.290,7.900,-3.841
22.380,2.510,8.130,-3.822
25.120,2.350,7.260,-3.967
24.520,2.340,10.370,-4.005
17.820,2.930,8.810,-3.589
22.250,2.860,10.433,-3.461
24.130,-4.080,0.350,-36.938
30.980,-4.220,0.493,-29.918
22.530,-3.010,0.352,-26.842
21.360,-3.320,0.405,-29.631
31.620,-3.140,0.412,-36.827
29.520,-3.270,0.319,-29.710
26.090,-3.170,0.388,-29.645
24.920,-3.290,0.447,-35.769
21.940,2.660,0.000,0.000
18.880,2.720,0.000,0.000
24.090,2.630,0.000,0.000
18.650,2.300,0.000,0.000
25.460,2.330,-0.000,0.000
25.050,2.650,-0.000,0.000
22.600,2.660,-0.000,0.000
20.580,2.720,-0.000,0.000
24.920,-0.640,1.422,-24.322
30.160,-0.730,1.297,-26.189
27.370,-0.740,1.290,-20.493
21.860,-0.640,1.221,-22.234
21.860,-0.690,1.080,-26.194
29.630,-0.660,1.082,-19.953
22.780,-0.640,0.817,-26.705
29.120,-0.540,1.116,-24.880
29.180,-3.540,5.683,-30.055
24.840,-4.160,5.589,-32.821
32.780,-3.620,4.450,-25.971
29.480,-3.230,5.154,-24.946
28.460,-3.790,3.999,-33.810
30.040,-4.010,4.365,-24.333
30.740,-3.870,3.728,-28.715
25.230,-3.410,4.135,-29.566
23.010,3.980,8.349,2.069
23.640,3.840,9.209,2.420
24.790,3.310,8.526,2.500
28.870,3.360,6.653,2.110
22.410,2.860,8.717,2.426
20.010,3.450,7.210,3.102
19.800,3.690,6.414,2.801
23.630,3.020,7.849,2.302
25.470,2.160,5.934,1.758
19.490,2.920,5.247,1.573
18.940,2.550,5.693,2.231
24.290,2.210,5.157,2.280
20.280,2.530,6.687,1.764
19.970,2.390,7.437,1.983
21.540,2.450,6.217,1.504
23.860,2.290,5.298,2.005
26.110,11.830,2.438,-19.565
25.280,10.260,3.127,-18.698
21.880,13.040,3.110,-18.994
21.010,12.240,3.051,-23.263
20.600,11.520,2.242,-22.133
21.300,10.530,3.138,-15.682
20.450,12.030,2.318,-22.277
22.010,12.280,2.198,-21.989
35.090,-2.920,4.204,-27.687
29.500,-3.910,5.279,-27.777
32.650,-3.280,5.399,-27.529
29.910,-2.910,3.958,-34.140
38.960,-3.420,3.736,-30.700
40.010,-3.280,4.347,-29.247
38.880,-3.390,5.443,-27.648
31.020,-4.010,4.098,-28.403
30.010,-3.880,6.091,-34.288
28.160,-5.460,5.719,-24.315
30.800,-4.340,6.247,-31.811
40.630,-4.780,6.486,-28.017
28.560,-4.930,5.365,-27.657
38.950,-4.950,5.858,-25.492
39.960,-4.560,4.902,-24.083
33.490,-3.880,5.276,-23.599
35.490,-1.800,4.123,-34.057
33.150,-1.920,3.985,-25.374
28.320,-1.340,3.285,-31.826
29.450,-1.770,3.269,-35.459
35.510,-1.780,3.931,-32.967
35.080,-1.770,3.726,-26.625
26.100,-1.810,4.688,-26.712
25.090,-1.550,3.828,-26.972
30.060,-6.540,6.849,-33.598
25.800,-5.850,6.957,-32.250
26.300,-6.110,5.682,-42.859
25.480,-4.900,6.647,-41.210
32.070,-6.210,5.560,-33.192
34.700,-6.290,6.726,-36.130
29.760,-7.210,7.995,-37.214
28.130,-7.080,5.557,-40.254
30.690,-9.010,-0.042,-34.986
22.380,-9.140,-0.046,-35.942
23.570,-9.340,-0.048,-34.876
22.950,-7.830,-0.038,-37.383
25.750,-7.760,0.166,-32.383
27.480,-7.370,0.161,-41.170
26.900,-7.200,0.140,-33.753
24.110,-6.640,0.196,-43.839
33.050,-2.750,3.520,-30.878
24.160,-3.420,4.908,-30.073
30.660,-2.740,3.993,-30.358
32.400,-3.250,5.091,-28.076
31.170,-2.720,5.062,-26.704
27.190,-2.520,5.123,-21.990
27.100,-3.350,3.695,-29.259
24.880,-2.540,3.792,-24.013
23.600,-2.140,10.065,-16.722
31.200,-2.260,12.357,-18.801
27.330,-2.280,12.875,-16.471
25.250,-2.460,10.712,-23.869
28.720,-2.210,9.539,-19.742
31.370,-2.210,10.357,-17.695
22.940,-2.460,12.263,-23.215
22.690,-2.260,10.434,-20.411
24.150,-5.190,0.774,-32.929
23.930,-4.500,0.691,-35.999
24.030,-4.480,0.896,-27.246
32.020,-4.730,0.753,-31.969
27.340,-4.820,0.695,-34.331
24.280,-5.830,0.609,-37.716
26.920,-4.680,0.646,-37.016
25.150,-5.820,0.715,-32.526
22.130,4.230,1.648,-14.917
18.070,3.720,1.395,-12.813
18.600,5.400,1.346,-18.916
18.060,4.990,1.239,-17.993
20.080,3.750,1.731,-15.206
15.160,3.770,1.448,-17.920
18.070,4.330,1.616,-12.741
20.540,5.530,1.384,-15.935
32.000,-11.260,4.997,-22.975
33.360,-9.510,4.339,-31.330
27.730,-7.920,4.465,-32.855
31.950,-9.440,4.114,-32.093
31.010,-8.950,4.553,-24.048
31.090,-11.200,3.983,-29.101
24.040,-8.550,4.528,-30.094
27.070,-7.870,4.194,-22.510
26.300,2.640,-0.000,-0.000
19.120,2.240,-0.000,-0.000
21.300,2.010,-0.000,-0.000
21.020,1.970,-0.000,-0.000
22.010,2.670,-0.000,-0.000
20.700,2.100,-0.000,-0.000
23.640,1.930,-0.000,-0.000
23.590,2.080,-0.000,-0.000
24.930,2.560,-2.454,-0.581
21.420,3.060,-2.547,-0.626
25.570,2.550,-2.919,-0.557
26.570,3.650,-2.161,-0.470
26.560,2.550,-2.357,-0.329
23.500,3.430,-2.677,-0.387
25.330,3.090,-3.011,-0.437
18.000,2.630,-2.399,-0.359
25.890,2.170,0.000,0.000
24.670,2.080,0.000,0.000
25.180,2.740,0.000,0.000
19.500,2.820,0.000,0.000
24.220,2.430,-0.199,0.079
22.640,2.980,-0.191,0.092
19.010,2.110,-0.196,0.105
27.180,2.380,-0.183,0.095
25.870,-4.380,5.593,-16.173
32.560,-3.340,4.431,-19.001
29.670,-3.290,5.307,-18.650
24.480,-3.010,6.271,-17.174
25.140,-4.180,5.588,-13.578
28.040,-4.120,5.476,-16.885
29.770,-3.870,5.815,-18.846
33.340,-3.000,5.997,-13.714
25.570,3.430,4.059,1.693
22.420,3.520,4.182,1.381
24.090,2.890,3.668,1.608
26.140,3.740,3.600,1.474
20.120,3.100,3.239,1.788
19.920,3.080,3.541,1.286
20.740,3.520,3.455,1.862
20.980,3.770,3.778,1.684
23.470,2.950,-2.497,-0.909
23.680,3.420,-2.356,-1.080
23.660,3.230,-2.384,-0.795
18.050,2.810,-2.034,-1.031
21.050,2.700,-2.147,-0.991
22.200,2.640,-1.866,-1.100
25.190,3.020,-1.856,-0.994
19.290,2.570,-2.305,-1.070
31.490,1.560,9.969,-9.193
26.760,1.100,10.378,-8.398
27.210,1.230,9.244,-9.382
29.360,1.230,9.831,-9.401
30.570,1.300,7.819,-9.153
25.860,1.580,9.132,-7.972
27.290,1.160,8.133,-8.316
26.680,1.500,10.521,-8.150
14.890,12.610,1.181,-13.253
19.040,11.970,0.998,-14.432
14.730,10.840,1.140,-11.169
17.350,11.980,1.011,-14.993
14.940,14.870,1.194,-15.907
16.830,12.130,1.595,-15.839
18.430,11.910,1.443,-11.595
15.330,12.910,1.443,-16.840
19.300,4.500,5.548,-1.746
15.580,4.680,6.137,-2.230
15.840,3.660,5.192,-1.797
18.810,4.150,7.116,-2.102
19.210,4.030,5.781,-1.980
18.480,4.490,6.180,-2.511
20.240,4.620,6.900,-2.769
16.090,4.800,6.661,-1.921
22.430,3.540,-2.767,2.247
20.230,2.780,-2.886,2.789
24.460,2.930,-3.237,1.863
28.150,3.460,-3.244,2.669
20.780,3.900,-3.166,2.136
21.350,3.900,-3.310,1.998
22.370,3.410,-2.892,2.363
25.630,3.940,-3.385,2.074
18.460,2.690,7.583,-7.336
22.830,3.540,7.532,-5.595
20.710,3.060,9.975,-6.537
16.980,3.710,9.310,-6.323
16.980,3.270,8.113,-6.214
17.400,3.320,7.858,-8.085
18.980,3.280,7.864,-6.665
21.360,3.320,7.177,-6.079
17.900,2.820,-5.351,-0.298
22.030,3.010,-6.986,-0.279
26.180,2.270,-5.824,-0.282
18.920,2.050,-6.076,-0.276
25.500,2.850,-8.307,-0.216
24.910,2.520,-6.079,-0.217
18.560,2.970,-6.497,-0.208
23.850,2.040,-6.497,-0.210
23.560,2.460,0.046,0.017
26.760,2.780,0.038,0.020
20.910,2.940,0.034,0.017
20.680,2.980,0.036,0.015
23.840,2.150,0.015,0.008
