x,y,velx,vely
30.540,0.250,5.380,-3.648
25.230,0.230,5.552,-3.017
26.130,0.230,4.597,-3.070
25.770,0.200,5.043,-3.182
22.950,0.520,5.027,-1.865
21.280,0.520,5.982,-1.479
30.980,0.460,4.777,-1.919
29.120,0.500,5.303,-1.842
28.240,0.310,5.656,-1.673
30.560,0.290,4.890,-1.849
29.290,0.250,5.459,-2.351
22.620,0.300,4.468,-2.221
30.200,0.260,4.953,-2.334
22.920,0.350,4.450,-2.201
22.890,0.280,4.298,-1.926
31.440,0.340,4.072,-1.751
25.960,0.120,8.645,-10.191
29.340,0.120,7.441,-10.187
26.410,0.160,8.175,-8.195
23.590,0.160,8.834,-9.898
28.820,0.150,9.233,-7.646
23.800,0.150,10.524,-9.275
21.200,0.120,8.757,-7.549
24.840,0.120,9.617,-7.198
18.280,3.100,10.740,-3.427
25.130,3.220,9.389,-4.149
23.590,3.030,8.413,-3.820
20.270,3.620,8.550,-3.975
18.490,3.240,7.830,-3.828
19.690,3.050,10.936,-3.995
25.770,3.000,10.822,-3.926
21.610,3.510,8.314,-3.530
22.910,6.600,-0.914,-13.919
19.190,7.860,-0.826,-15.416
23.900,5.790,-0.905,-18.491
22.220,7.440,-1.156,-16.821
17.910,6.220,-0.653,-17.472
16.610,8.260,-0.688,-14.840
22.380,5.850,-0.731,-18.188
20.070,7.430,-0.754,-12.264
31.810,-5.080,2.892,-19.646
30.970,-4.430,2.320,-27.247
28.370,-3.740,3.249,-26.131
32.040,-4.550,2.395,-27.953
26.950,-4.800,2.527,-25.659
30.910,-4.900,2.152,-24.008
29.660,-3.440,2.055,-21.376
32.520,-4.160,2.643,-20.742
22.260,3.940,-4.276,-0.309
22.300,3.300,-4.244,-0.341
20.250,3.320,-3.255,-0.434
26.720,3.040,-4.592,-0.313
21.560,2.850,-4.057,-0.535
24.710,3.180,-4.080,-0.385
26.770,3.930,-4.241,-0.471
19.120,3.270,-4.416,-0.444
23.630,-11.280,-0.344,-35.734
30.350,-10.550,-0.250,-28.091
26.940,-8.750,-0.327,-28.843
28.400,-10.480,-0.296,-33.159
34.780,-9.710,-0.328,-36.289
25.980,-10.010,-0.404,-38.740
30.640,-8.340,-0.431,-28.692
26.830,-10.890,-0.406,-36.289
29.930,-7.410,-4.257,-29.809
25.830,-6.140,-4.182,-25.991
22.970,-6.910,-3.074,-25.997
25.620,-7.530,-3.359,-32.253
29.280,-8.760,-4.031,-25.465
21.160,-8.460,-4.133,-24.637
26.770,-8.240,-4.279,-26.081
30.330,-8.770,-4.833,-25.268
23.210,2.340,0.000,-0.000
20.010,2.840,0.000,-0.000
22.090,2.160,0.000,-0.000
23.210,2.710,0.000,-0.000
21.160,2.280,0.000,0.000
24.070,2.680,0.000,0.000
22.280,2.490,0.000,0.000
25.860,2.470,0.000,0.000
20.910,2.260,2.853,1.288
19.200,3.210,3.233,1.659
23.680,2.470,2.768,1.237
24.890,3.020,3.138,1.548
21.100,3.280,2.712,1.390
26.810,3.080,2.838,1.363
20.760,2.660,2.614,1.237
20.800,2.610,2.899,1.490
29.680,-8.230,0.518,-27.773
22.730,-7.910,0.477,-29.003
25.120,-8.540,0.560,-26.480
33.210,-8.310,0.545,-23.415
28.240,-8.610,0.951,-27.579
26.940,-9.920,0.983,-24.320
28.830,-7.350,0.969,-32.338
28.680,-8.760,0.867,-22.839
25.380,3.210,5.664,-0.131
25.440,3.560,5.759,-0.184
30.210,3.130,6.758,-0.145
23.550,3.830,6.251,-0.166
28.530,3.090,6.854,0.099
29.760,3.070,6.923,0.069
25.580,3.290,6.945,0.088
31.710,3.560,7.553,0.085
18.400,5.930,-3.842,-19.829
15.150,7.150,-4.378,-16.069
19.030,5.640,-3.798,-19.895
15.710,7.190,-4.376,-18.527
16.850,6.430,-3.061,-19.204
18.570,5.150,-3.945,-17.307
14.960,6.450,-3.713,-20.607
15.180,6.060,-3.544,-16.389
27.320,2.640,0.911,0.399
25.080,2.740,0.686,0.353
26.890,2.320,0.738,0.441
26.640,2.940,0.833,0.387
24.230,2.470,0.661,0.300
24.900,2.750,0.744,0.355
27.360,2.470,0.903,0.404
22.960,3.340,0.957,0.376
18.560,3.840,3.421,-1.522
23.290,4.060,3.557,-1.173
23.220,4.470,2.746,-1.192
16.600,3.700,3.119,-1.416
17.100,3.610,3.684,-1.299
22.080,4.070,3.371,-1.230
16.940,4.210,3.326,-1.268
20.900,4.230,2.960,-1.288
25.510,2.240,-0.010,0.006
23.620,2.730,-0.008,0.006
22.820,2.580,-0.007,0.005
22.200,2.950,-0.007,0.005
22.390,2.090,0.000,-0.000
26.540,2.950,0.000,-0.000
26.490,2.600,0.000,-0.000
19.850,2.750,0.000,-0.000
15.590,4.430,3.129,-1.907
20.730,3.880,3.334,-2.772
21.290,4.050,3.228,-2.552
17.210,4.340,3.681,-2.567
15.630,3.880,3.325,-2.483
22.520,4.290,3.502,-2.568
19.330,5.320,2.751,-2.554
20.820,3.710,3.531,-2.080
24.120,3.250,5.588,2.645
20.730,2.770,6.362,2.535
27.430,2.620,5.890,2.310
22.610,3.320,5.256,1.968
21.160,2.980,4.594,2.345
27.850,2.380,5.140,2.255
22.600,2.930,4.969,2.265
26.440,2.570,5.874,2.653
17.510,3.630,-1.756,1.178
17.620,2.950,-1.770,1.086
17.550,3.650,-2.216,1.204
20.270,2.620,-1.649,1.215
20.240,3.750,-2.123,0.944
22.310,2.640,-1.675,1.214
19.290,3.430,-1.771,1.001
24.110,3.020,-1.923,1.118
16.620,4.860,1.559,-0.775
22.460,4.720,1.432,-0.821
19.320,4.480,1.925,-0.855
15.490,3.990,1.525,-0.927
18.440,4.410,1.533,-0.615
18.910,3.450,1.989,-0.659
19.830,4.010,1.690,-0.751
16.090,4.940,1.853,-0.683
14.360,10.180,-4.462,-10.649
12.880,11.260,-4.117,-12.216
13.030,10.080,-3.858,-14.168
13.670,10.710,-3.456,-13.523
17.810,8.230,-3.500,-12.047
14.780,10.920,-3.208,-12.946
14.480,10.650,-3.513,-14.356
15.930,10.760,-4.626,-11.886
11.580,5.150,-5.702,-0.159
12.040,4.210,-6.116,-0.203
10.860,4.900,-5.476,-0.172
12.840,4.580,-6.039,-0.202
14.930,4.600,-6.910,-0.139
15.100,4.100,-7.074,-0.140
14.750,4.720,-6.967,-0.142
15.200,4.580,-5.875,-0.175
11.650,4.410,-6.932,0.126
14.370,5.170,-6.820,0.101
13.020,5.630,-6.171,0.127
13.730,5.460,-8.111,0.129
11.520,5.540,-6.383,0.143
13.020,4.900,-8.484,0.127
12.840,4.740,-6.366,0.170
12.890,5.490,-7.435,0.159
13.740,5.280,-7.640,0.237
12.000,4.250,-7.499,0.280
11.990,3.820,-5.649,0.328
12.630,3.860,-5.935,0.325
12.800,5.120,-5.529,0.334
13.950,4.570,-7.109,0.319
10.620,4.280,-2.868,-0.074
15.220,4.970,-3.138,-0.062
13.690,5.280,-3.510,-0.079
15.210,4.400,-2.791,-0.063
11.990,5.410,-2.877,-0.059
13.540,4.630,-2.925,-0.065
11.000,5.180,-2.517,-0.064
11.440,4.360,-3.584,-0.063
12.170,5.140,-4.816,0.000
12.890,5.380,-5.240,0.000
12.790,5.590,-5.787,0.000
14.160,5.280,-4.561,0.000
11.360,4.840,-5.258,-0.000
13.980,4.170,-5.426,-0.000
10.910,4.480,-4.659,-0.000
14.660,5.740,-5.043,-0.000
15.360,4.350,-0.019,-0.241
17.640,4.690,-0.016,-0.249
13.860,4.000,-0.017,-0.277
18.140,4.400,-0.017,-0.228
14.460,5.400,0.031,-0.344
14.820,4.880,0.028,-0.269
16.840,4.640,0.027,-0.374
17.290,4.470,0.027,-0.253
23.320,3.110,4.401,-2.287
18.840,3.300,3.806,-2.337
20.500,3.070,3.786,-1.866
17.740,3.470,3.180,-1.897
22.030,3.180,4.223,-2.165
19.910,3.250,3.576,-1.681
20.900,3.010,4.362,-1.537
23.530,3.530,4.577,-2.236
17.450,4.800,4.660,0.277
16.810,3.950,4.850,0.260
18.430,5.350,4.243,0.273
15.490,3.620,4.821,0.312
17.510,4.250,3.577,0.204
16.940,3.820,5.094,0.255
19.820,5.300,4.533,0.267
19.000,4.210,4.670,0.266
13.540,4.410,-6.937,-0.444
17.330,5.460,-7.672,-0.394
14.410,4.400,-9.025,-0.419
16.010,4.450,-10.287,-0.442
14.250,5.650,-9.291,-0.498
13.240,4.300,-8.494,-0.541
13.460,5.390,-10.910,-0.373
15.420,4.310,-9.987,-0.537
13.390,5.760,-10.640,0.994
14.930,4.460,-11.765,1.146
14.680,4.180,-12.081,0.873
12.760,5.720,-12.728,0.931
9.300,4.400,-16.723,0.662
12.370,5.370,-16.343,0.665
9.140,4.700,-13.145,0.533
9.900,4.200,-16.810,0.646
10.790,5.090,-18.523,0.469
11.700,4.000,-18.811,0.615
12.070,5.270,-16.002,0.581
9.050,4.640,-18.989,0.547
9.840,5.960,-16.661,0.154
9.020,5.940,-14.156,0.112
9.630,4.610,-13.540,0.131
11.780,4.960,-13.999,0.122
9.740,5.420,-12.879,0.100
11.730,6.070,-18.083,0.128
11.950,5.170,-14.825,0.120
10.750,4.690,-13.935,0.128
16.200,4.690,-8.845,0.383
12.170,5.320,-8.999,0.416
13.300,4.560,-6.876,0.355
15.760,4.210,-6.365,0.438
15.230,5.770,-6.525,-0.243
13.690,4.480,-6.690,-0.252
12.290,4.400,-6.427,-0.183
15.230,4.360,-7.194,-0.211
11.310,5.160,-9.252,0.085
11.730,5.100,-8.993,0.122
14.600,3.990,-9.986,0.091
13.960,4.640,-10.345,0.097
14.400,5.300,-9.226,0.073
12.980,4.040,-3.929,0.188
12.930,4.520,-4.763,0.150
13.220,5.020,-4.160,0.194
13.980,4.530,-8.066,-0.000
12.340,4.050,-6.832,-0.000
13.320,5.480,-6.092,-0.000
11.520,4.080,-8.400,-0.000
12.200,4.350,-7.196,0.000
11.800,5.540,-7.940,0.000
12.200,5.050,-6.520,0.000
13.740,5.490,-6.914,0.000
12.660,5.700,-6.950,0.000
13.240,7.770,-1.026,-16.986
14.900,7.300,-0.856,-20.239
14.570,8.070,-0.812,-18.246
14.520,9.160,-0.999,-20.551
14.840,9.030,-0.796,-18.971
13.870,7.230,-1.146,-16.649
13.930,9.460,-1.014,-18.765
13.640,8.660,-0.988,-23.316
14.090,4.180,0.114,0.277
14.730,4.750,0.112,0.316
15.820,5.800,0.119,0.342
15.740,4.150,0.153,0.284
18.580,4.410,0.007,0.298
15.980,5.070,0.007,0.296
15.010,4.000,0.007,0.389
13.480,4.130,0.007,0.314
19.060,4.110,5.051,-2.292
19.340,3.060,5.253,-2.414
18.090,4.070,4.091,-1.936
23.650,3.470,5.656,-2.051
19.310,3.320,5.287,-2.254
16.220,4.120,5.745,-2.449
17.750,4.450,4.965,-1.947
20.810,3.170,4.640,-2.583
20.470,3.360,7.705,0.008
22.380,2.760,8.843,0.006
25.410,2.510,7.141,0.007
19.400,3.080,7.670,0.006
26.340,2.990,6.550,0.316
20.610,2.700,5.868,0.302
26.360,3.440,6.178,0.362
25.800,3.550,5.802,0.416
22.990,3.340,6.414,0.851
25.820,3.490,5.938,0.885
19.220,2.430,6.853,0.788
18.170,3.380,7.313,0.960
26.540,3.120,7.894,0.244
20.750,2.950,7.431,0.201
25.390,3.460,7.906,0.280
18.680,2.600,6.183,0.254
18.990,2.510,10.665,-6.953
21.490,3.160,10.726,-7.540
21.480,2.640,12.299,-6.415
25.570,3.150,13.754,-5.848
25.330,3.170,12.619,-5.931
24.090,2.490,12.546,-4.805
19.010,2.340,11.585,-5.807
24.810,2.900,11.186,-6.901
20.620,5.390,0.465,-0.207
17.670,5.040,0.474,-0.245
21.200,4.940,0.414,-0.190
18.150,4.630,0.470,-0.225
20.210,5.650,0.345,-0.285
17.440,4.230,0.457,-0.338
17.910,4.290,0.392,-0.282
21.100,4.930,0.367,-0.334
15.070,5.890,-4.728,-0.065
14.630,5.880,-3.606,-0.067
17.050,4.620,-4.976,-0.073
16.700,5.080,-4.643,-0.064
16.350,4.050,-5.059,0.033
15.970,4.630,-4.228,0.034
16.170,5.460,-5.300,0.029
16.370,5.410,-3.992,0.028
12.350,6.240,-6.312,-5.020
14.820,5.150,-5.899,-5.191
14.000,5.970,-4.966,-5.806
12.220,4.240,-6.303,-5.956
12.110,4.410,-7.168,-4.300
14.320,6.050,-5.932,-0.453
14.830,5.830,-6.382,-0.560
14.580,5.650,-4.735,-0.538
13.350,5.220,-8.085,0.221
13.750,4.770,-6.262,0.195
14.810,4.510,-0.811,0.381
17.590,7.680,-2.695,-20.762
19.490,7.940,-2.573,-24.036
19.630,6.070,-2.861,-20.827
15.010,6.620,-2.767,-23.140
17.240,8.070,-2.584,-20.946
18.620,5.650,-2.940,-22.778
16.770,7.880,-2.814,-17.538
18.980,6.480,-3.453,-23.952
20.900,3.280,1.752,1.727
22.140,2.230,1.561,1.367
26.590,2.770,1.439,1.529
26.660,2.640,2.026,1.516
26.690,3.200,1.676,1.589
20.470,2.750,1.466,1.859
19.370,2.820,1.494,1.636
20.690,2.780,1.861,1.568
21.900,3.160,-3.479,2.604
19.670,3.870,-4.672,2.156
25.080,4.360,-3.351,2.518
23.000,3.490,-3.399,2.479
23.210,3.890,-4.063,1.912
19.570,4.350,-4.673,1.961
22.070,3.520,-4.422,1.900
17.330,3.450,-4.510,2.020
25.370,3.330,-2.929,1.253
23.570,3.660,-3.030,1.185
24.090,3.470,-3.001,1.605
18.630,3.090,-2.649,1.450
25.200,3.460,-2.530,1.850
21.720,2.940,-3.313,2.097
17.180,3.690,-2.551,1.457
24.760,3.180,-2.940,1.482
21.670,2.870,4.600,0.725
24.630,2.790,4.915,0.878
26.510,2.400,4.477,0.748
21.570,2.760,4.204,0.911
23.120,2.840,4.276,0.737
23.660,2.730,4.738,0.810
19.400,2.960,5.029,0.885
24.270,2.140,3.470,0.670
26.920,2.930,1.963,1.173
20.000,2.820,2.498,1.408
23.270,3.160,2.270,1.208
19.340,2.970,2.531,1.432
21.400,2.640,2.589,1.388
25.720,2.310,2.227,1.372
18.900,2.410,2.113,1.024
25.730,2.870,2.127,0.978
17.060,4.070,-4.558,3.083
17.590,3.700,-3.891,3.120
19.700,3.400,-3.590,3.021
20.240,4.290,-3.782,2.625
17.650,3.950,-3.440,2.344
16.490,4.550,-4.544,2.703
20.280,3.120,-4.026,2.732
17.660,3.780,-5.001,3.039
14.610,4.260,-7.911,0.181
17.760,4.220,0.935,-3.414
23.150,4.690,1.153,-3.429
20.070,3.850,0.897,-3.011
18.770,3.860,0.998,-3.551
21.900,3.470,0.988,-3.751
16.810,4.700,0.960,-3.759
21.780,4.550,1.073,-4.014
19.290,3.310,1.240,-2.950
17.840,3.700,-4.013,1.092
17.980,3.160,-4.246,1.145
19.510,2.910,-3.407,1.576
24.860,3.140,-4.338,1.216
20.340,2.970,-3.414,1.088
20.230,2.950,-4.443,1.122
21.010,3.080,-3.874,1.465
20.040,3.580,-4.425,1.285
15.330,16.370,0.339,-10.611
17.330,13.150,0.296,-11.378
14.790,15.480,0.317,-12.860
17.730,14.170,0.326,-11.657
12.720,17.580,0.339,-13.438
14.890,13.810,0.257,-11.567
18.090,17.470,0.249,-12.041
13.350,16.030,0.265,-10.786
17.440,8.720,0.924,-20.334
19.190,7.540,1.218,-21.794
17.370,9.170,1.050,-22.281
19.580,8.850,1.033,-27.108
16.710,9.780,1.050,-26.801
20.790,10.160,1.009,-24.056
17.820,7.280,0.729,-26.656
18.410,7.590,1.009,-26.689
23.810,3.510,3.405,0.783
28.670,2.710,3.937,0.766
27.660,2.960,4.733,0.851
23.130,3.910,4.524,0.813
26.690,3.490,3.329,0.835
22.990,3.570,4.410,0.758
27.800,2.990,3.887,0.658
22.550,3.800,4.161,0.936
24.430,2.910,-4.118,2.200
20.820,2.970,-5.325,2.624
17.180,3.330,-4.154,2.197
22.950,2.520,-5.438,2.256
21.440,3.000,-4.856,2.282
19.770,2.580,-5.433,2.182
22.230,2.810,-5.056,2.081
23.760,2.480,-4.820,1.973
14.870,4.900,-4.235,-1.059
22.670,2.770,5.955,2.524
23.210,3.170,4.593,1.913
22.040,2.940,5.466,2.132
28.540,2.940,4.566,2.213
22.210,3.550,6.095,2.161
29.110,2.720,5.849,2.062
22.710,3.270,6.228,1.961
27.660,2.980,5.339,2.539
29.150,-3.490,8.828,-23.459
25.680,-4.390,11.284,-19.164
34.890,-3.440,11.330,-22.450
24.770,-3.420,10.303,-16.894
30.280,-4.030,9.764,-21.042
33.100,-4.430,9.325,-18.499
24.650,-4.810,10.948,-23.179
29.810,-3.340,9.623,-23.750
22.580,4.650,4.588,3.438
26.510,3.930,6.249,2.687
23.170,4.430,6.070,2.536
27.370,4.370,4.523,2.721
26.400,3.500,5.007,3.359
22.780,3.730,6.395,3.675
25.260,4.510,5.931,2.817
19.880,4.870,5.711,3.559
32.520,-7.830,4.213,-33.497
27.520,-9.000,5.556,-34.306
24.360,-10.300,3.940,-33.437
25.250,-10.130,4.269,-46.959
29.310,-10.050,4.948,-41.387
29.710,-9.010,4.559,-38.382
23.060,-9.080,3.983,-32.559
25.790,-7.710,4.337,-39.102
21.760,2.490,0.000,0.000
19.670,2.730,0.000,0.000
25.500,2.060,0.000,0.000
23.630,2.170,0.000,0.000
18.970,2.310,-0.000,0.000
22.360,2.210,-0.000,0.000
23.330,2.040,-0.000,0.000
20.800,2.210,-0.000,0.000
25.080,1.990,0.818,0.069
19.960,2.720,0.937,0.088
18.310,2.490,0.905,0.080
19.830,2.380,0.713,0.078
19.870,1.990,0.765,0.075
23.090,2.090,0.896,0.064
19.640,2.500,0.692,0.065
24.820,2.020,0.860,0.073
21.860,6.630,-3.752,-20.348
18.900,6.430,-4.701,-20.469
21.230,6.210,-3.776,-14.215
19.810,6.160,-3.826,-16.761
16.950,7.230,-4.700,-18.428
17.380,6.430,-3.408,-15.567
22.780,6.140,-3.434,-15.632
21.740,5.930,-3.815,-14.636
22.510,-1.140,4.942,-7.108
31.940,-1.290,5.192,-6.483
29.330,-1.170,6.016,-5.939
28.450,-1.210,4.906,-5.911
26.600,-1.080,5.899,-6.544
30.790,-1.280,6.291,-6.371
24.490,-1.110,4.345,-6.074
26.740,-1.440,5.339,-6.513
26.420,3.360,0.900,0.340
27.780,2.520,0.742,0.402
20.020,2.280,0.843,0.380
23.990,3.290,0.705,0.399
21.190,3.080,0.853,0.334
22.740,2.790,1.031,0.328
28.220,2.330,0.731,0.330
25.110,2.300,0.914,0.350
21.130,-1.300,-0.662,-15.045
21.250,-1.810,-0.686,-16.799
26.440,-1.300,-0.850,-14.532
27.890,-1.690,-0.707,-16.373
27.480,-1.460,-0.997,-12.520
21.970,-1.260,-1.264,-16.475
28.960,-1.590,-1.390,-12.630
28.600,-1.450,-1.312,-15.610
23.630,3.900,-6.306,2.426
23.610,2.810,-5.554,2.950
21.380,3.630,-6.983,2.602
21.400,3.350,-6.935,2.266
18.330,3.280,-6.000,2.529
22.610,3.290,-6.214,3.694
17.630,3.880,-7.147,2.984
20.660,2.870,-6.319,3.610
13.020,4.800,-12.807,0.022
13.170,4.310,-9.649,0.032
22.270,4.140,0.988,-1.689
23.860,4.210,1.345,-1.882
23.380,3.690,1.279,-1.601
19.410,3.550,1.073,-1.808
17.130,3.590,1.282,-1.991
19.430,3.110,1.359,-1.626
20.930,3.810,1.337,-1.527
23.830,4.140,1.268,-1.742
23.380,2.920,4.588,1.600
19.890,2.750,3.416,1.609
19.390,3.060,4.903,1.484
28.300,2.690,3.547,1.721
19.550,2.880,3.897,1.510
23.560,2.460,4.404,2.174
23.990,3.570,4.425,2.151
25.950,2.730,4.613,1.920
23.110,-6.320,-1.672,-26.125
30.300,-7.530,-2.092,-23.869
23.440,-6.210,-1.809,-21.889
29.220,-7.010,-1.588,-23.415
25.900,-8.040,-1.810,-25.192
22.090,-8.100,-2.179,-23.878
22.820,-7.850,-1.935,-25.176
23.280,-5.890,-1.797,-31.222
23.550,-5.150,3.327,-14.544
29.520,-5.760,2.649,-17.475
28.420,-4.200,3.215,-15.397
24.600,-4.500,2.486,-15.944
30.300,-5.310,3.428,-14.700
30.160,-5.210,3.217,-17.531
29.000,-5.200,3.546,-14.485
28.070,-5.810,3.542,-15.314
20.150,4.730,2.077,-21.689
16.750,5.110,2.510,-21.702
16.250,6.490,2.834,-22.533
18.600,5.600,2.954,-25.724
20.570,5.750,2.036,-25.648
21.590,6.880,2.585,-22.646
19.770,5.490,2.395,-25.343
22.670,5.210,2.555,-20.281
28.000,-4.170,6.764,-16.427
29.240,-5.010,8.974,-20.045
23.890,-3.700,8.449,-15.706
30.830,-5.290,7.699,-19.966
33.360,-4.850,8.244,-19.884
23.540,-4.820,7.132,-19.504
30.490,-4.110,8.530,-15.832
23.720,-4.250,7.318,-14.312
21.730,2.540,-0.267,-0.464
19.830,2.890,-0.296,-0.440
18.310,2.290,-0.312,-0.375
20.480,2.680,-0.313,-0.398
22.680,2.900,-0.567,-0.356
21.650,2.700,-0.412,-0.286
24.930,2.940,-0.490,-0.401
22.770,2.630,-0.461,-0.312
22.720,1.990,-1.255,0.546
20.770,2.460,-1.285,0.471
25.620,2.380,-1.255,0.401
22.620,2.390,-1.054,0.491
20.610,2.160,-0.899,0.502
21.350,2.520,-1.093,0.488
25.470,1.920,-0.943,0.471
25.550,2.840,-1.259,0.486
18.370,2.790,-2.227,0.499
25.030,2.620,-1.912,0.639
25.660,2.840,-2.211,0.553
18.290,2.610,-1.795,0.453
18.200,3.110,-3.025,0.957
18.630,2.930,-2.231,0.761
20.820,3.030,-2.949,0.855
17.970,2.250,-2.090,0.939
32.490,-14.890,12.632,-35.849
31.770,-12.960,11.880,-42.884
35.090,-11.920,12.350,-38.895
31.530,-10.480,10.664,-42.276
24.580,-14.010,10.962,-36.431
25.280,-13.750,13.012,-30.032
32.610,-13.610,9.788,-29.911
26.050,-10.950,10.197,-29.219
25.920,-12.630,-0.144,-43.034
30.570,-11.270,-0.115,-33.934
23.410,-14.860,-0.110,-41.210
25.120,-12.610,-0.125,-29.895
32.030,-14.550,-0.762,-41.723
25.890,-11.140,-0.623,-41.725
29.450,-12.660,-0.535,-35.031
24.860,-13.160,-0.557,-35.437
26.580,2.850,-1.379,0.194
24.780,2.750,-1.138,0.163
21.020,3.440,-1.008,0.192
23.700,2.880,-1.050,0.176
20.680,3.580,-1.021,0.195
24.060,3.000,-1.158,0.141
28.650,2.850,-1.018,0.140
20.610,3.720,-0.946,0.177
32.680,-13.450,3.047,-34.097
27.460,-12.320,3.458,-33.014
24.540,-9.040,3.170,-35.616
30.660,-10.150,3.566,-33.494
34.980,-11.930,3.997,-34.076
27.130,-11.600,3.954,-26.619
29.330,-12.510,4.302,-25.161
33.230,-9.830,4.022,-32.840
18.670,5.040,-3.189,-12.589
21.890,4.010,-3.677,-15.383
26.410,5.500,-3.239,-14.406
26.450,5.300,-4.271,-11.786
23.090,4.840,-0.485,-18.121
23.940,5.340,-0.447,-23.750
23.820,3.940,-0.535,-19.167
24.540,5.750,-0.536,-19.541
18.600,2.020,-0.459,0.458
20.920,2.860,-0.512,0.385
21.050,2.140,-0.601,0.424
25.750,2.290,-0.410,0.353
24.050,2.090,-0.529,0.336
18.010,2.950,-0.548,0.296
23.290,2.550,-0.531,0.285
22.370,2.470,-0.682,0.312
25.750,-7.150,-2.916,-21.238
27.840,-6.940,-2.769,-18.754
23.260,-7.050,-3.059,-19.622
27.770,-6.680,-2.592,-22.840
21.680,-7.320,-2.984,-25.356
20.700,-9.040,-2.626,-21.688
29.740,-7.830,-2.785,-24.915
20.540,-7.800,-2.741,-24.946
36.020,-6.560,-2.493,-19.909
28.310,-6.780,-3.023,-19.963
25.430,-6.980,-2.326,-24.532
28.350,-6.110,-2.996,-26.306
25.100,-7.480,-2.107,-22.462
30.570,-7.430,-1.977,-26.258
25.650,-7.120,-2.178,-26.401
30.240,-6.510,-1.717,-23.968
33.180,-7.060,-7.059,-24.471
29.570,-6.490,-7.762,-19.013
25.090,-5.620,-5.998,-24.776
28.880,-7.300,-6.604,-19.715
32.270,-6.710,-7.926,-17.964
31.440,-5.140,-5.967,-21.473
23.610,-6.630,-8.218,-20.079
29.270,-5.850,-7.795,-18.176
30.370,-10.450,-2.289,-27.827
25.530,-11.600,-2.360,-28.342
25.490,-10.310,-2.130,-31.701
31.330,-9.600,-2.526,-23.535
24.790,-10.460,-2.435,-23.640
24.350,-12.610,-3.266,-29.231
28.760,-8.880,-2.315,-27.026
33.260,-11.780,-2.719,-26.554
26.700,-13.960,4.249,-40.622
34.070,-12.860,4.445,-30.361
29.890,-15.140,4.286,-28.119
32.160,-14.170,3.814,-29.436
30.690,-12.960,4.986,-37.922
29.160,-15.920,4.550,-41.333
24.730,-15.660,3.953,-36.901
28.750,-16.320,3.952,-38.433
26.090,-14.300,-3.672,-25.165
28.930,-13.720,-3.018,-31.919
27.990,-15.690,-3.677,-28.183
28.960,-11.880,-4.043,-33.498
29.720,-10.880,-3.385,-26.471
32.930,-14.830,-3.211,-24.408
28.010,-12.410,-3.308,-23.149
26.140,-15.550,-3.910,-25.549
33.930,-12.340,0.202,-35.010
24.580,-9.490,0.189,-23.501
32.880,-11.560,0.151,-31.022
26.100,-11.460,0.189,-31.548
30.680,-11.320,-0.073,-25.345
33.610,-9.040,-0.074,-30.245
33.010,-9.140,-0.091,-30.160
34.000,-9.320,-0.097,-33.357
20.890,2.760,8.880,-3.356
19.750,2.840,7.347,-3.606
17.120,3.690,8.496,-3.484
21.290,3.270,8.101,-3.871
22.170,3.660,9.716,-3.956
22.800,2.740,7.263,-3.604
23.730,3.450,8.102,-3.859
21.870,2.870,8.908,-3.896
36.160,-0.170,7.897,-7.475
36.210,-0.170,8.126,-8.279
32.080,-0.160,9.854,-8.276
33.930,-0.170,9.557,-7.951
37.190,-0.170,9.458,-8.511
25.850,-0.180,10.402,-7.245
32.680,-0.140,9.842,-10.135
29.590,-0.200,9.221,-7.123
31.750,-0.050,7.391,-9.287
27.820,-0.060,8.512,-13.074
33.970,-0.060,8.875,-9.180
26.770,-0.060,10.000,-11.037
24.810,-0.060,8.714,-10.897
34.160,-0.040,10.376,-11.028
24.830,-0.050,9.551,-9.083
30.250,-0.060,7.561,-9.724
26.400,3.510,5.075,-0.655
29.060,3.450,5.778,-0.702
29.650,4.130,4.549,-0.614
21.980,3.220,4.326,-0.716
27.950,3.730,4.385,-0.688
27.290,2.880,5.539,-0.620
23.100,3.580,5.409,-0.704
30.220,3.670,5.371,-0.676
39.530,-1.400,13.243,-10.113
37.800,-0.990,11.877,-10.111
34.720,-0.970,12.042,-10.485
39.080,-1.350,12.349,-9.865
29.390,-1.080,13.719,-12.554
34.030,-1.170,12.992,-11.169
32.920,-1.230,10.557,-10.318
30.170,-1.110,11.436,-12.136
30.860,-0.670,12.918,-10.111
28.680,-0.770,12.929,-7.658
39.130,-0.650,10.235,-9.184
29.930,-0.620,11.428,-9.119
36.090,-0.740,12.620,-8.348
41.880,-0.750,11.712,-10.274
42.130,-0.660,10.435,-8.847
39.470,-0.680,10.285,-10.341
39.030,-1.790,9.009,-11.280
38.300,-1.440,8.858,-7.765
40.580,-1.650,8.458,-8.104
34.120,-1.700,7.824,-10.236
32.740,-1.730,7.474,-10.235
41.650,-1.500,7.137,-9.594
36.420,-1.640,7.918,-9.235
30.940,-1.450,8.681,-11.021
30.210,-0.030,10.844,-6.790
35.780,-0.030,10.469,-7.863
33.950,-0.040,9.872,-7.298
29.740,-0.040,11.860,-9.553
41.520,-0.050,10.061,-8.335
31.840,-0.050,11.992,-10.152
29.500,-0.040,8.529,-9.230
41.500,-0.040,11.271,-9.802
30.350,-1.040,7.579,-9.311
39.500,-1.360,7.478,-9.566
27.960,-1.420,9.476,-9.879
