tool	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 
benchmark-q2-tree-sat_maze-alex_5.yml	false	0.864893	1.0583556639030576	155.082752	162	TIMEOUT	1800.604807	1801.1101663066074	162.070528		false	3.285833	3.4139625784009695	146.518016	357
benchmark-q2-tree-sat_refuel-20_11.yml	TIMEOUT	1800.827564	1801.8136522741988	2044.014592		TIMEOUT	1800.819527	1801.3541009044275	3395.432448		true	15.761755	15.907270836643875	191.016960	54
benchmark-q2-tree-sat_refuel-20_13.yml	TIMEOUT	1800.895446	1801.7664091661572	2785.804288		TIMEOUT	1800.684911	1801.238461079076	2236.772352		true	25.845765	25.985039704479277	198.311936	50
benchmark-q2-tree-sat_refuel-20_15.yml	TIMEOUT	1800.870935	1801.403434236534	2327.216128		TIMEOUT	1800.75234	1801.3245622012764	2548.760576		true	18.90809	19.061151726171374	199.356416	6
benchmark-q2-tree-sat_refuel-20_3.yml	false	1.356226	1.5576251614838839	185.630720	32	TIMEOUT	1800.735737	1800.9977220362052	2117.853184		false	1.147448	1.2857157178223133	162.041856	6
benchmark-q2-tree-sat_refuel-20_5.yml	false	314.219512	314.4346745982766	640.491520	26397	TIMEOUT	1800.802666	1801.1110292682424	3007.561728		true	2.502828	2.637457429431379	168.050688	28
benchmark-q2-tree-sat_refuel-20_7.yml	false	327.516134	327.7247667061165	502.906880	21797	TIMEOUT	1800.75517	1801.0285472664982	2368.786432		true	6.417194	6.5326970824971795	176.033792	67
benchmark-q2-tree-sat_refuel-20_9.yml	TIMEOUT	1800.721966	1801.0241776257753	1613.791232		TIMEOUT	1800.749287	1800.9719380335882	2354.728960		true	7.75601	7.9012085143476725	181.321728	40
benchmark-q2-tree-sat_rocks-12_1.yml	false	3.04463	3.284679675474763	215.363584	1	TIMEOUT	1800.660292	1800.9220645483583	843.829248		false	3.418739	3.570432296022773	205.303808	
benchmark-q2-tree-sat_rocks-12_11.yml	true	826.485171	826.8203531773761	1210.572800	4644	TIMEOUT	1800.660299	1800.902620962821	856.150016		true	363.928624	364.0724811889231	790.020096	7
benchmark-q2-tree-sat_rocks-12_13.yml	TIMEOUT	1800.670773	1801.0203309115022	1704.456192		TIMEOUT	1800.664497	1800.8949556928128	996.388864		true	398.949876	399.116700977087	820.232192	2
benchmark-q2-tree-sat_rocks-12_15.yml	true	1770.939714	1771.3290909649804	1297.948672	3261	TIMEOUT	1800.660235	1800.9384483760223	993.230848		true	1084.86554	1085.035827724263	1005.432832	1
benchmark-q2-tree-sat_rocks-12_3.yml	false	8.941825	9.09771816432476	263.065600	1	TIMEOUT	1800.658719	1800.9016741076484	844.099584		false	7.070107	7.211229937151074	227.512320	
benchmark-q2-tree-sat_rocks-12_5.yml	true	59.017242	59.28999021649361	439.410688	135	TIMEOUT	1800.658005	1800.8980624089018	848.871424		true	25.979483	26.1250320058316	358.658048	3
benchmark-q2-tree-sat_rocks-12_7.yml	true	340.775454	341.08586240839213	627.257344	3967	TIMEOUT	1800.659825	1800.90568836499	851.587072		true	71.702319	71.8419936913997	438.648832	4
benchmark-q2-tree-sat_rocks-12_9.yml	true	758.594714	759.0881637735292	1036.435456	3146	TIMEOUT	1800.657527	1800.9025377426296	851.509248		true	156.577374	156.73253705445677	826.118144	3
