tool	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 
run set	SMPMC.Benchmarks	SMPMC.Benchmarks	SMPMC.Benchmarks	SMPMC.Benchmarks	SMPMC.Benchmarks	SMT(LRA).Benchmarks	SMT(LRA).Benchmarks	SMT(LRA).Benchmarks	SMT(LRA).Benchmarks	SMT(LRA).Benchmarks	PAYNT-CEGIS.Benchmarks	PAYNT-CEGIS.Benchmarks	PAYNT-CEGIS.Benchmarks	PAYNT-CEGIS.Benchmarks	PAYNT-CEGIS.Benchmarks
benchmarks/files/benchmark-q2-tree/	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Iterations	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Iterations	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Iterations
benchmark-q2-tree-sat_drone-4-1_1.yml	false	0.82746	1.6347150197252631	155.598848	5	TIMEOUT	1800.620654	1801.5610740194097	440.094720		false	0.99623	1.734915061853826	147.820544	4
benchmark-q2-tree-sat_drone-4-1_11.yml	TIMEOUT	1801.984709	1803.0250109191984	2634.371072		TIMEOUT	1800.613847	1801.5491277677938	460.054528		TIMEOUT	1800.608844	1801.4178268369287	267.583488	
benchmark-q2-tree-sat_drone-4-1_13.yml	TIMEOUT	1801.680776	1802.7704656394199	2478.100480		TIMEOUT	1800.617765	1801.4869128270075	477.446144		TIMEOUT	1800.613851	1801.4277931638062	326.881280	
benchmark-q2-tree-sat_drone-4-1_15.yml	TIMEOUT	1801.122307	1803.287520673126	2435.997696		TIMEOUT	1800.615443	1801.547892184928	495.497216		TIMEOUT	1800.604264	1801.4635844649747	327.659520	
benchmark-q2-tree-sat_drone-4-1_3.yml	false	14.743491	15.571218657307327	169.840640	2221	TIMEOUT	1800.614124	1801.4466122584417	303.849472		false	4.622579	5.382296439260244	152.440832	92
benchmark-q2-tree-sat_drone-4-1_5.yml	false	472.598429	473.45943932794034	652.861440	68355	TIMEOUT	1800.617018	1801.5180381387472	473.509888		false	408.389004	409.1588890077546	185.266176	2588
benchmark-q2-tree-sat_drone-4-1_7.yml	TIMEOUT	1801.244731	1802.2054826114327	1346.355200		TIMEOUT	1800.619362	1801.4589018244296	378.376192		TIMEOUT	1800.607053	1801.4109699949622	242.954240	
benchmark-q2-tree-sat_drone-4-1_9.yml	TIMEOUT	1801.766092	1802.7229021331295	2264.141824		TIMEOUT	1800.612814	1801.5394103601575	465.330176		TIMEOUT	1800.608712	1801.372734577395	246.091776	
