tool			synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 
run set			SMPMC	SMPMC	SMPMC	SMPMC	SMPMC	PAYNT-AR-1-by-1	PAYNT-AR-1-by-1	PAYNT-AR-1-by-1	PAYNT-AR-1-by-1	PAYNT-AR-1-by-1	PAYNT-AR-MDP-Eval	PAYNT-AR-MDP-Eval	PAYNT-AR-MDP-Eval	PAYNT-AR-MDP-Eval	PAYNT-AR-MDP-Eval	SMT(LRA)	SMT(LRA)	SMT(LRA)	SMT(LRA)	SMT(LRA)
benchmarks/files/robust-q3/			status	CPU Time (s)	Wall Time (s)	Memory (MB)	Iterations	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Iterations	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Iterations	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Iterations
mdp-families-sat_mem_1_catch-5_1.yml	sat	true	TIMEOUT	1801.669579	1802.8134616436437	4810.027008		true	3.465682	4.1917967814952135	135.852032	3546	TIMEOUT	1800.697253	1801.8029188541695	160.354304		OUT OF MEMORY	356.13787	360.7490590605885	16000.000000	
mdp-families-sat_mem_1_dpm-switch-q10-big-big-family_1.yml	sat	true	TIMEOUT	1801.459683	1802.6675594430417	4037.001216		true	1090.672003	1091.4691009903327	456.671232	131220	true	326.290529	327.03107800893486	351.551488	2	TIMEOUT	1800.671987	1801.5812957277521	1108.938752	
mdp-families-sat_mem_1_dpm-switch-q10-big-family_1.yml	sat	true	true	835.685605	836.577437329106	1284.661248	40197	true	976.012016	976.7548650344834	148.254720	803450	TIMEOUT	1800.652901	1801.5865132603794	151.576576		OUT OF MEMORY	1106.660383	1110.6314277714118	15997.952000	
mdp-families-sat_mem_1_dpm-switch-q10-big_1.yml	sat	true	TIMEOUT	1801.458346	1802.589701696299	4121.907200		true	139.504743	140.21450324356556	192.593920	23718	true	3.672111	4.371330080553889	209.022976	198	TIMEOUT	1800.677063	1801.4713819799945	984.571904	
mdp-families-sat_mem_1_dpm-switch-q10_1.yml	sat	true	TIMEOUT	1801.488442	1802.643391191028	4285.841408		true	43.262694	43.96997945383191	135.548928	36829	TIMEOUT	1800.727549	1801.7200583899394	138.543104		OUT OF MEMORY	411.309441	415.7643733555451	16000.000000	
mdp-families-sat_mem_1_obstacles-10-6-skip-easy-big-family_1.yml	sat	true	true	26.029091	26.805675411596894	280.813568	17531	TIMEOUT	1800.867107	1801.6548566063866	3463.061504		TIMEOUT	1800.658942	1801.4655754137784	135.868416		TIMEOUT	1800.672859	1801.508176188916	1197.850624	
mdp-families-sat_mem_1_obstacles-10-6-skip-easy_1.yml	sat	true	true	11.680004	12.440456680953503	204.312576	6853	TIMEOUT	1800.61105	1801.3910953709856	135.741440		TIMEOUT	1800.639712	1801.6527575263754	135.880704		TIMEOUT	1800.679036	1801.4369067037478	1097.822208	
mdp-families-sat_mem_1_obstacles-demo_1.yml	sat	true	TIMEOUT	1801.087368	1802.6170494612306	1594.593280		true	0.419824	1.0920089045539498	135.847936	12	true	0.380242	1.0393960643559694	135.835648	9	TIMEOUT	1800.608255	1801.36171339266	182.771712	
mdp-families-sat_mem_1_pacman-6_1.yml	sat	true	TIMEOUT	1801.864468	1802.854784448631	5931.507712		true	1.309777	1.9758898625150323	135.811072	429	true	8.349099	9.022212215699255	148.398080	5131	OUT OF MEMORY	681.620988	686.5096697490662	16000.000000	
mdp-families-sat_mem_1_rocks-4-2_1.yml	sat	true	true	3.512159	4.16245570871979	167.055360	4590	true	0.439888	1.0944191981106997	135.647232	101	true	3.835652	4.49880320392549	135.749632	6949	unknown	4.797302	5.501378855668008	213.385216	
mdp-families-sat_mem_1_rocks-6-4-big-family_1.yml	sat	true	TIMEOUT	1801.762029	1802.8156756823882	4280.987648		TIMEOUT	1800.611341	1801.3379164636135	146.186240		TIMEOUT	1800.701991	1801.616778884083	252.649472		OUT OF MEMORY	245.025158	249.34229978639632	16000.000000	
mdp-families-sat_mem_1_rocks-6-4_1.yml	sat	true	TIMEOUT	1801.531184	1802.4364839838818	3999.006720		true	1.413047	2.0515936482697725	135.737344	256	true	20.941431	21.579891343601048	244.142080	3976	OUT OF MEMORY	196.542567	197.57243860326707	16000.000000	
mdp-families-sat_mem_1_rocks-8-1_1.yml	sat	true	true	8.778112	9.426581906154752	172.998656	7131	true	0.444643	1.0673995278775692	135.847936	130	true	0.792399	1.421376214362681	135.630848	720	unknown	25.446376	26.11679100804031	307.908608	
mdp-families-sat_mem_1_rover-100-big-big-family_1.yml	sat	true	true	1.002951	1.628499487414956	216.326144	18	OUT OF MEMORY	68.720705	71.72954502142966	16000.000000		TIMEOUT	1800.705506	1801.387995120138	156.651520		OUT OF MEMORY	423.774973	428.6958746109158	16000.000000	
mdp-families-sat_mem_1_rover-100-big_1.yml	sat	true	true	0.567978	1.232359471730888	172.773376	5	true	0.53172	1.153372191824019	135.827456	216	true	0.462933	1.0781489610671997	135.778304	2	TIMEOUT	1800.782366	1801.4700859067962	2522.460160	
mdp-families-sat_mem_1_rover-1000-big-family_1.yml	sat	true	true	4.847956	5.492799570783973	867.061760	19	TIMEOUT	1800.951226	1801.6492098430172	4933.525504		TIMEOUT	1800.881029	1801.5666087819263	651.796480		TIMEOUT	1800.686677	1801.392797101289	1197.948928	
mdp-families-sat_mem_1_rover-1000_1.yml	sat	true	true	1.327824	2.003553547896445	279.887872	8	true	3.110142	3.6439585965126753	173.662208	648	true	1.543312	2.1018779342994094	184.483840	2	TIMEOUT	1800.660271	1801.3507422441617	863.928320	
mdp-families-sat_mem_1_uav-operator-roz-workload_1.yml	sat	true	TIMEOUT	1801.558341	1802.64689083118	6101.651456		true	10.725901	11.269813273102045	246.046720	540	true	4.609891	5.182534454390407	384.397312	76	TIMEOUT	1800.701341	1801.4549486320466	1286.066176	
mdp-families-sat_mem_1_uav-roz-big-family_1.yml	sat	true	OUT OF MEMORY	742.874081	743.5834607398137	16000.000000		true	134.358473	134.91319865453988	600.870912	4500	true	34.751788	35.312109782360494	712.847360	5	TIMEOUT	1801.011545	1801.7295101145282	5698.084864	
mdp-families-sat_mem_1_uav-roz_1.yml	sat	true	TIMEOUT	1801.795471	1802.7167237848043	6973.407232		true	8.503107	9.050619226880372	246.624256	432	true	3.77781	4.337590760551393	329.003008	36	TIMEOUT	1800.693453	1801.4307403601706	1214.287872	
mdp-families-sat_mem_1_virus-big-family_1.yml	sat	true	true	3.171321	3.8480762941762805	403.632128	17	unknown	238.447049	239.0015673134476	317.317120		unknown	2.395089	2.9582018619403243	317.005824		TIMEOUT	1800.631037	1801.2940738005564	399.241216	
other-sat_box-pushing.yml	sat	true	true	54.137423	54.32662600744516	355.938304	3909	TIMEOUT	1800.630564	1800.9037513723597	289.071104		TIMEOUT	1800.737772	1801.0396917825565	305.717248		TIMEOUT	1800.648166	1800.8727125301957	1668.698112	
other-sat_dpm.yml	sat	true	true	18.322368	18.554125650785863	1347.764224	242	TIMEOUT	1800.673471	1800.9306963328272	1359.511552		true	52.073469	52.223497989587486	2150.629376	171	TIMEOUT	1800.678466	1800.959517678246	3550.920704	
other-sat_maze.yml	sat	true	true	5.004354	5.193477557040751	166.608896	4423	true	0.381157	0.512048757635057	136.065024	27	true	0.568752	0.7161063691601157	135.827456	29	TIMEOUT	1800.626036	1800.8243898069486	284.721152	
pomdp-families-sat_mem_1_dpm-switch-q10_1.yml	sat	true	true	0.940335	1.1218012031167746	171.937792	205	true	36.193756	36.32648283801973	135.925760	66985	true	3.273356	3.4095099456608295	135.966720	806	TIMEOUT	1800.636875	1800.9014634080231	441.511936	
pomdp-families-sat_mem_1_dpm_1.yml	sat	true	true	1.988571	2.1859213318675756	178.171904	249	true	466.475139	466.63429607171565	268.009472	252373	true	132.843169	133.0039456859231	144.146432	4334	TIMEOUT	1800.632735	1800.911933235824	789.168128	
pomdp-families-sat_mem_1_refuel-04_1.yml	sat	true	true	0.961325	1.1470819227397442	166.928384	551	true	0.516477	0.6743592005223036	136.151040	25	true	0.377382	0.4925077809020877	135.946240	30	TIMEOUT	1800.626337	1800.866596641019	281.419776	
pomdp-families-sat_mem_1_rover-100_1.yml	sat	true	true	0.91553	1.1210378408432007	181.071872	7	true	1.587975	1.7029032204300165	135.823360	1730	true	1.051464	1.166739083826542	136.069120	4	TIMEOUT	1800.684277	1800.9150763824582	2110.586880	
pomdp-families-sat_mem_1_rover_1.yml	sat	true	true	0.871262	1.075805040076375	179.642368	13	true	312.28424	312.44921455625445	735.305728	524880	true	147.100056	147.23358874302357	136.044544	2	unknown	298.992221	299.1877380022779	622.317568	
pomdp-families-sat_mem_2_dpm_2.yml	sat	true	true	37.317878	37.50742361135781	272.621568	8097	TIMEOUT	1800.652234	1800.9523026589304	305.418240		true	279.966778	280.10126058384776	193.253376	12019	TIMEOUT	1800.652938	1800.8923412244767	1423.347712	
pomdp-families-sat_mem_2_obstacles-8-3_2.yml	sat	true	TIMEOUT	1800.90816	1801.4037099611014	1451.180032		TIMEOUT	1800.641082	1800.8901422517374	137.609216		TIMEOUT	1800.701731	1801.575664812699	136.290304		OUT OF MEMORY	48.649554	49.99681217689067	16000.000000	
pomdp-families-sat_mem_2_obstacles-8-6_2.yml	sat	true	TIMEOUT	1800.991013	1801.4415062516928	2169.282560		TIMEOUT	1800.633359	1800.8594542816281	186.400768		TIMEOUT	1800.689339	1801.4211387792602	136.232960		OUT OF MEMORY	58.421882	60.264552359469235	16000.000000	
pomdp-families-sat_mem_2_refuel-04_2.yml	sat	true	true	1.958455	2.1577106090262532	167.956480	708	true	0.604284	0.7557764044031501	136.159232	42	true	0.551906	0.6898589078336954	135.954432	54	TIMEOUT	1800.686878	1801.1486104642972	1360.162816	
pomdp-families-sat_mem_2_rover-100_2.yml	sat	true	true	1.444254	1.6414119442924857	254.705664	7	true	10.206253	10.35737473424524	167.145472	1733	true	5.620369	5.777551406063139	180.273152	7	TIMEOUT	1800.73741	1801.2049007024616	2752.229376	
mdp-families-unsat_mem_1_avoid-8-2-easy_1.yml	unsat	false	TIMEOUT	1801.141815	1801.5589698702097	7548.325888		false	2.513077	2.670724575407803	237.871104	10	TIMEOUT	1800.783324	1801.1463817488402	578.703360		TIMEOUT	1800.813727	1801.2622562814504	2486.063104	
mdp-families-unsat_mem_1_dpm-switch-q10-big-big-family_1.yml	unsat	false	TIMEOUT	1800.804062	1801.1691829590127	4408.602624		false	195.845276	195.99494008440524	458.760192	29162	false	1.960146	2.096170784905553	354.820096	8	TIMEOUT	1800.698278	1801.1408736743033	1109.798912	
mdp-families-unsat_mem_1_dpm-switch-q10-big-family_1.yml	unsat	false	false	0.805695	0.9926124569028616	196.296704	4	TIMEOUT	1800.622022	1800.8919438207522	153.231360		false	0.522595	0.6746133863925934	135.671808	7	OUT OF MEMORY	916.684689	917.3645733790472	16000.000000	
mdp-families-unsat_mem_1_dpm-switch-q10-big_1.yml	unsat	false	TIMEOUT	1800.979919	1801.4225419061258	5008.859136		TIMEOUT	1800.62418	1800.8556270655245	217.559040		false	0.667101	0.779785567894578	178.892800	6	TIMEOUT	1800.702945	1801.0950061492622	976.162816	
mdp-families-unsat_mem_1_dpm-switch-q10_1.yml	unsat	false	false	28.376473	28.69830945879221	406.499328	4747	TIMEOUT	1800.623002	1800.826303139329	135.757824		false	0.430908	0.5602674400433898	135.897088	6	OUT OF MEMORY	361.224193	365.89768971316516	16000.000000	
mdp-families-unsat_mem_1_obstacles-10-6-skip-easy-big-family_1.yml	unsat	false	false	27.516895	27.85937454365194	294.027264	17970	TIMEOUT	1800.841383	1801.0578439282253	3463.061504		TIMEOUT	1800.6833	1801.1718749562278	135.938048		TIMEOUT	1800.707255	1801.0702727707103	1155.620864	
mdp-families-unsat_mem_1_obstacles-demo_1.yml	unsat	false	false	0.764742	1.0854730233550072	166.936576	51	false	0.542814	0.6919791847467422	135.892992	1	false	0.347965	0.46045875176787376	135.839744	1	unknown	7.062763	7.2374826092273	219.877376	
mdp-families-unsat_mem_1_rover-100-big-big-family_1.yml	unsat	false	false	0.958799	1.2988571422174573	216.412160	3	OUT OF MEMORY	80.508044	82.29213970899582	16000.000000		false	0.567024	0.6934460010379553	147.148800	1	OUT OF MEMORY	608.459585	613.2392133744434	16000.000000	
mdp-families-unsat_mem_1_rover-100-big_1.yml	unsat	false	false	0.682876	1.004702071659267	172.679168	3	false	0.353644	0.47050106804817915	135.688192	1	false	0.409226	0.5284999702125788	135.708672	1	unknown	283.911415	284.128020347096	3413.782528	
mdp-families-unsat_mem_1_rover-1000-big-family_1.yml	unsat	false	false	5.828967	6.172693097963929	951.484416	3	false	17.286756	17.395945174619555	4932.894720	1	false	3.014637	3.150545538403094	524.066816	1	TIMEOUT	1800.673657	1800.9394733794034	1187.876864	
mdp-families-unsat_mem_1_rover-1000_1.yml	unsat	false	false	1.489369	1.7540608020499349	296.783872	3	false	0.647735	0.7665361110121012	172.908544	1	false	0.695685	0.841449442319572	172.126208	1	TIMEOUT	1800.658141	1800.9122320422903	863.858688	
mdp-families-unsat_mem_1_uav-operator-roz-workload-big-family_1.yml	unsat	false	TIMEOUT	1801.55396	1801.9629343142733	14911.602688		false	10.163297	10.30228531640023	1835.053056	1	false	1.816062	1.9362454181537032	346.976256	1	TIMEOUT	1800.728934	1800.9691015565768	1745.010688	
mdp-families-unsat_mem_1_uav-operator-roz-workload_1.yml	unsat	false	TIMEOUT	1801.108927	1801.4651079233736	7296.253952		false	1.587912	1.736042596399784	245.489664	1	false	1.04988	1.175344044342637	245.215232	1	TIMEOUT	1800.699799	1800.9211192447692	1376.587776	
mdp-families-unsat_mem_1_uav-roz-big-family_1.yml	unsat	false	OUT OF MEMORY	950.29154	950.5788245163858	16000.000000		false	3.841596	3.9893086310476065	598.540288	1	false	2.360129	2.4802665542811155	595.632128	1	TIMEOUT	1800.986609	1801.243157797493	5697.392640	
mdp-families-unsat_mem_1_uav-roz_1.yml	unsat	false	TIMEOUT	1801.513262	1801.8790801269934	10813.804544		false	2.002046	2.151835492812097	246.689792	21	false	1.65218	1.8054077848792076	307.974144	36	TIMEOUT	1800.688742	1800.9310547830537	1220.276224	
mdp-families-unsat_mem_1_virus-big-family_1.yml	unsat	false	false	47.221623	47.48271196056157	542.445568	3447	false	11.799417	11.948206715285778	309.407744	1682	unknown	3.575895	3.7334728287532926	320.569344		TIMEOUT	1800.630053	1800.9110134188086	399.138816	
other-unsat_box-pushing.yml	unsat	false	false	184.268714	184.52423146180809	357.023744	8247	TIMEOUT	1800.603739	1800.9792197924107	290.160640		TIMEOUT	1800.63255	1801.0263824099675	305.491968		TIMEOUT	1800.645295	1800.8909047832713	1669.025792	
other-unsat_dpm.yml	unsat	false	false	79.113688	79.29247098602355	1341.042688	2363	TIMEOUT	1800.618026	1800.8186264550313	1359.532032		TIMEOUT	1800.681675	1801.3415692094713	2621.677568		TIMEOUT	1800.68244	1800.924599615857	3554.324480	
other-unsat_maze.yml	unsat	false	false	6.970428	7.153873833827674	166.780928	8523	false	0.473652	0.6345136389136314	135.815168	171	false	2.795114	3.3171266512945294	135.897088	169	TIMEOUT	1800.626505	1800.7939862711355	240.648192	
pomdp-families-unsat_mem_1_avoid_1.yml	unsat	false	false	2.602995	2.7997308634221554	261.074944	10	false	2.448869	2.615341336466372	199.737344	29	false	12.59149	13.218804855830967	199.643136	10	unknown	1615.760848	1616.025818027556	3537.002496	
pomdp-families-unsat_mem_1_dpm-switch-q10_1.yml	unsat	false	false	1.123134	1.3120865318924189	172.056576	125	false	653.851006	654.0313811134547	135.872512	694973	false	369.313378	369.94213148392737	136.052736	66799	TIMEOUT	1800.611303	1800.8631062125787	464.699392	
pomdp-families-unsat_mem_1_dpm_1.yml	unsat	false	false	2.397088	2.66718481015414	178.196480	334	false	599.743434	599.9127703504637	268.120064	558265	TIMEOUT	1800.606021	1801.299802412279	143.355904		TIMEOUT	1800.637239	1800.8862510910258	800.563200	
pomdp-families-unsat_mem_1_obstacles-8-3_1.yml	unsat	false	false	0.771808	0.9693301655352116	167.665664	25	false	0.545801	0.7266780091449618	136.052736	12	false	2.532748	3.2192377373576164	136.019968	16	unknown	3.586798	3.75986850541085	193.671168	
pomdp-families-unsat_mem_1_obstacles-8-6_1.yml	unsat	false	false	0.647017	0.8306206222623587	167.776256	25	false	0.763328	0.9420032128691673	183.681024	12	false	2.629941	3.300641476176679	136.032256	16	unknown	8.06624	8.257770760916173	211.505152	
pomdp-families-unsat_mem_1_obstacles-maze-4-2_1.yml	unsat	false	false	0.621205	0.8373187594115734	167.231488	47	false	0.479269	0.6550239128991961	136.237056	909	TIMEOUT	1800.589131	1801.5743013424799	136.114176		unknown	54.989893	55.17987169884145	966.909952	
pomdp-families-unsat_mem_1_obstacles-maze-4_1.yml	unsat	false	false	0.595388	0.7750366423279047	167.133184	51	false	0.468214	0.5974771147593856	136.208384	1184	TIMEOUT	1800.590429	1801.3948319405317	136.179712		unknown	4.997212	5.188841735012829	240.021504	
pomdp-families-unsat_mem_2_avoid_2.yml	unsat	false	TIMEOUT	1800.670344	1800.914176641032	685.760512		TIMEOUT	1800.632024	1800.8302460163832	341.639168		true	1123.605754	1124.2968920823187	449.441792	30601	TIMEOUT	1800.667487	1800.8962160907686	2622.750720	
pomdp-families-unsat_mem_2_dpm-switch-q10_2.yml	unsat	false	false	1331.156295	1331.40018275287	858.726400	284920	TIMEOUT	1800.617145	1800.7872605156153	137.043968		TIMEOUT	1800.597727	1801.3577722068876	136.843264		TIMEOUT	1800.876109	1801.1274073859677	4039.299072	
pomdp-families-unsat_mem_2_obstacles-8-3_2.yml	unsat	false	TIMEOUT	1800.850489	1801.0980969779193	2767.294464		TIMEOUT	1800.610966	1800.811351057142	137.723904		TIMEOUT	1800.599811	1801.3929178556427	135.925760		OUT OF MEMORY	90.712314	101.28909708093852	16000.000000	
pomdp-families-unsat_mem_2_obstacles-8-6_2.yml	unsat	false	TIMEOUT	1800.804425	1801.0915920091793	2502.316032		TIMEOUT	1800.616016	1800.8231217032298	186.585088		TIMEOUT	1800.603486	1801.3158600097522	136.089600		OUT OF MEMORY	73.730237	79.61806693207473	16000.000000	
pomdp-families-unsat_mem_2_obstacles-maze-4-2_2.yml	unsat	false	false	14.162096	14.36016893107444	170.893312	15087	TIMEOUT	1800.618424	1800.8093991605565	135.950336		TIMEOUT	1800.605652	1801.1985489055514	136.323072		TIMEOUT	1800.689186	1800.995179590769	1408.266240	
pomdp-families-unsat_mem_2_obstacles-maze-4_2.yml	unsat	false	false	12.906614	13.122508846223354	173.957120	19181	false	348.461701	348.6169093316421	135.950336	1582956	TIMEOUT	1800.603089	1801.2492930795997	135.942144		TIMEOUT	1800.687711	1800.94437189959	2574.123008	
