tool	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 
run set	SMPMC	SMPMC	SMPMC	SMPMC	SMT(LRA)	SMT(LRA)	SMT(LRA)	SMT(LRA)
../../benchmarks/files/benchmark-q2-tree/	status	cputime (s)	walltime (s)	memUsage	status	cputime (s)	walltime (s)	memUsage
benchmark-q2-tree-sat_maze-alex.yml	true	2.03773	2.5344692757353187		TIMEOUT	1800.610959	1800.9724640324712	
benchmark-q2-tree-sat_refuel-20.yml	true	1211.247473	1212.3318383628502		TIMEOUT	1800.72171	1800.9688074002042	
benchmark-q2-tree-sat_rocks-12.yml	true	62.426693	62.875296854414046		TIMEOUT	1800.610041	1800.9766896888614	
