tool	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 
run set	PAYNT-CEGIS	PAYNT-CEGIS	PAYNT-CEGIS	PAYNT-CEGIS	PAYNT-CEGIS	SMT(LRA)	SMT(LRA)	SMT(LRA)	SMT(LRA)	SMT(LRA)	SMPMC	SMPMC	SMPMC	SMPMC	SMPMC
benchmarks/files/benchmark-q2-tree/	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Iterations	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Iterations	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Iterations
benchmark-q2-tree-sat_drone-4-1.yml	TIMEOUT	1800.613362	1800.9788581905887	300.326912	2684	TIMEOUT	1800.61037	1801.0043312357739	450.236416		TIMEOUT	1800.606443	1801.734682360664	2133.397504	5
benchmark-q2-tree-sat_drone-4-2.yml	TIMEOUT	1800.615966	1800.9668826246634	275.943424	116	TIMEOUT	1800.613814	1801.003406662494	489.537536		TIMEOUT	1800.065239	1809.6472669020295	2794.561536	5
benchmark-q2-tree-sat_drone-8-2.yml	TIMEOUT	1800.617298	1800.9995078109205	672.419840	164	TIMEOUT	1800.659269	1800.9899639571086	930.545664		TIMEOUT	1800.620458	1801.0215228516608	990.117888	5
benchmark-q2-tree-sat_grid-avoid-4-0.1.yml	true	0.372675	0.6437924727797508	151.769088	1	true	0.570756	0.9932351335883141	188.538880		true	0.503624	0.9420795375481248	184.836096	2
benchmark-q2-tree-sat_hallway.yml	TIMEOUT	1759.783719	1831.0022611981258	192.086016		TIMEOUT	1762.002174	1831.0018886206672	199.274496		TIMEOUT	1759.956713	1831.0034086024389	199.704576	
benchmark-q2-tree-sat_maze-alex.yml	true	8.229339	8.519970840774477	153.481216	1355	TIMEOUT	1800.610959	1800.9724640324712	166.744064		true	2.03773	2.5344692757353187	188.866560	5
benchmark-q2-tree-sat_nrp-8.yml	true	0.393905	0.6493071867153049	152.199168	2	true	0.70953	1.1006280118599534	187.359232		true	0.550357	0.9797500483691692	182.247424	2
benchmark-q2-tree-sat_refuel-06.yml	true	249.661949	249.97831182461232	170.086400	1413	true	1391.689821	1392.1836149105802	306.950144		true	54.680513	55.197804872877896	249.626624	1
benchmark-q2-tree-sat_refuel-20.yml	true	4.049067	4.320839513093233	173.846528	34	TIMEOUT	1800.72171	1800.9688074002042	2083.352576		true	1211.247473	1212.3318383628502	1044.938752	1
benchmark-q2-tree-sat_rocks-12.yml	true	31.415841	31.686241078190506	365.559808	3	TIMEOUT	1800.610041	1800.9766896888614	845.672448		true	62.426693	62.875296854414046	443.486208	1
