tool	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 
run set	SMPMC.Benchmarks	SMPMC.Benchmarks	SMPMC.Benchmarks	SMPMC.Benchmarks	SMPMC.Benchmarks	SMT(LRA).Benchmarks	SMT(LRA).Benchmarks	SMT(LRA).Benchmarks	SMT(LRA).Benchmarks	SMT(LRA).Benchmarks
benchmarks/files/benchmark-general/	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Iterations	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Iterations
benchmark-general-sat_mem_1_avoid-8-2-big-family_1.yml	false	17.103955	17.917470369488	966.594560	7	TIMEOUT	1800.861321	1801.7511499617249	2527.776768	
benchmark-general-sat_mem_1_avoid-8-2-big-family_11.yml	TIMEOUT	1801.884685	1803.1967799793929	3033.460736		TIMEOUT	1800.8723	1801.7350381007418	2681.819136	
benchmark-general-sat_mem_1_avoid-8-2-big-family_13.yml	TIMEOUT	1801.974603	1803.0442500701174	4141.756416		TIMEOUT	1800.881142	1801.8380410065874	2679.652352	
benchmark-general-sat_mem_1_avoid-8-2-big-family_15.yml	TIMEOUT	1801.807057	1803.0303851822391	4038.438912		TIMEOUT	1800.836322	1801.7425673594698	2705.956864	
benchmark-general-sat_mem_1_avoid-8-2-big-family_3.yml	true	1638.502535	1639.5946916658431	3556.818944	24967	TIMEOUT	1800.83028	1801.7226428771392	2551.672832	
benchmark-general-sat_mem_1_avoid-8-2-big-family_5.yml	TIMEOUT	1801.678087	1802.8471187232062	3497.504768		TIMEOUT	1800.89101	1801.785899527371	2587.856896	
benchmark-general-sat_mem_1_avoid-8-2-big-family_7.yml	TIMEOUT	1801.967042	1803.0868717608973	3202.670592		TIMEOUT	1800.920681	1801.8429941134527	2583.080960	
benchmark-general-sat_mem_1_avoid-8-2-big-family_9.yml	TIMEOUT	1801.818796	1803.1351239625365	3277.299712		TIMEOUT	1800.924162	1801.840189870447	2591.313920	
benchmark-general-sat_mem_1_catch-5_1.yml	false	2.034644	2.849304221570492	194.981888	6	OUT OF MEMORY	355.835475	360.0190652338788	16000.000000	
benchmark-general-sat_mem_1_catch-5_11.yml	TIMEOUT	1801.225385	1802.4192154351622	1383.116800		OUT OF MEMORY	244.392277	248.78074821922928	16000.000000	
benchmark-general-sat_mem_1_catch-5_13.yml	TIMEOUT	1801.404273	1802.4253415409476	2051.780608		OUT OF MEMORY	240.851107	244.8789079785347	16000.000000	
benchmark-general-sat_mem_1_catch-5_15.yml	TIMEOUT	1801.118575	1802.1955468691885	1396.006912		OUT OF MEMORY	252.405841	253.62490325793624	16000.000000	
benchmark-general-sat_mem_1_catch-5_3.yml	false	3.368131	4.135443790815771	213.315584	136	OUT OF MEMORY	232.517625	236.5068580340594	16000.000000	
benchmark-general-sat_mem_1_catch-5_5.yml	false	37.867178	38.681750543415546	291.528704	2515	OUT OF MEMORY	222.690561	223.86967567633837	16000.000000	
