tool			synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 
pomdp-families-sat_mem_1_rover_1.yml	sat	true	true	356.651432	356.8041985426098	735.444992	524880	true	0.780287	0.9696375783532858	183.021568	13	true	149.612793	149.75536604225636	136.155136	2	false	55.381018	55.579634620808065	344.629248	
pomdp-families-sat_mem_2_dpm_2.yml	sat	true	TIMEOUT	1800.823511	1801.068453461863	305.405952		true	39.655927	39.82588125113398	272.236544	8097	true	290.380451	290.5354079026729	194.600960	12019	TIMEOUT	1800.663594	1801.1752626672387	1427.136512	
pomdp-families-sat_mem_2_obstacles-8-3_2.yml	sat	true	TIMEOUT	1800.75068	1800.9836441883817	137.490432		TIMEOUT	1801.28509	1801.7421947764233	1621.225472		TIMEOUT	1800.602637	1801.2113983035088	135.909376		OUT OF MEMORY	133.177545	154.7760721994564	16000.000000	
pomdp-families-sat_mem_2_obstacles-8-6_2.yml	sat	true	TIMEOUT	1800.803512	1801.0491778589785	186.564608		TIMEOUT	1801.403784	1801.9069732315838	2140.684288		TIMEOUT	1800.606843	1801.158490951173	135.925760		OUT OF MEMORY	143.128649	162.35569139104337	16000.000000	
pomdp-families-sat_mem_2_refuel-04_2.yml	sat	true	true	0.571648	0.7195534752681851	135.897088	42	true	1.151593	1.338056462816894	172.130304	708	true	0.651664	0.801355236209929	136.118272	54	TIMEOUT	1800.689268	1801.2683112211525	1353.637888	
pomdp-families-sat_mem_2_rover-100_2.yml	sat	true	true	10.221353	10.368200697936118	167.129088	1733	true	0.958342	1.1723695639520884	258.838528	7	true	5.659872	5.814018224366009	180.502528	7	TIMEOUT	1800.738157	1801.269677132368	2820.276224	
mdp-families-unsat_mem_1_avoid-8-2-big-family_1.yml	unsat	false	TIMEOUT	1800.884986	1801.1497854636982	1825.722368		SEGMENTATION FAULT	148.260257	152.65521818120033	2142.355456		TIMEOUT	1800.682287	1800.9710026523098	1287.110656		TIMEOUT	1800.812435	1801.3209148626775	2537.369600	
mdp-families-unsat_mem_1_avoid-8-2-easy-big-family_1.yml	unsat	false	TIMEOUT	1800.713884	1800.9672669749707	306.012160		SEGMENTATION FAULT	686.51135	690.1997267631814	1590.063104		TIMEOUT	1800.734468	1801.0373845463619	2068.402176		TIMEOUT	1800.819822	1801.3562283972278	2526.248960	
mdp-families-unsat_mem_1_avoid-8-2-easy_1.yml	unsat	false	false	2.66808	2.819866348989308	237.821952	10	SEGMENTATION FAULT	164.690899	168.9836478503421	1981.407232		TIMEOUT	1800.640923	1800.9610766237602	597.368832		TIMEOUT	1800.818641	1801.3514497848228	2478.616576	
mdp-families-unsat_mem_1_avoid-8-2_1.yml	unsat	false	TIMEOUT	1800.709569	1801.0013506636024	1034.412032		SEGMENTATION FAULT	146.511292	150.63097407016903	1936.613376		TIMEOUT	1800.663631	1800.8912527244538	888.229888		TIMEOUT	1800.81718	1801.3305306443945	2470.281216	
mdp-families-unsat_mem_1_dpm-switch-q10-big-big-family_1.yml	unsat	false	false	227.508326	227.66571757756174	456.753152	29162	TIMEOUT	1800.875319	1801.3783897170797	4387.491840		false	3.088168	3.2456285264343023	356.483072	8	TIMEOUT	1800.688276	1801.1775518879294	1104.953344	
mdp-families-unsat_mem_1_dpm-switch-q10-big-family_1.yml	unsat	false	TIMEOUT	1800.617471	1800.8824383551255	153.010176		false	0.718388	0.9371908456087112	200.134656	4	false	0.771986	0.9293350540101528	135.778304	7	OUT OF MEMORY	900.473469	902.2217579791322	16000.000000	
mdp-families-unsat_mem_1_dpm-switch-q10-big_1.yml	unsat	false	TIMEOUT	1800.628034	1800.8682009018958	217.812992		TIMEOUT	1801.004357	1801.5239198664203	4953.182208		false	0.990385	1.138256311416626	178.896896	6	TIMEOUT	1800.685077	1801.1701867552474	976.916480	
mdp-families-unsat_mem_1_dpm-switch-q10_1.yml	unsat	false	TIMEOUT	1800.619496	1800.8579026591033	135.946240		false	35.07493	35.362020823173225	411.549696	4747	false	0.585369	0.7263540253043175	135.778304	6	OUT OF MEMORY	377.102476	380.2170572243631	16000.000000	
mdp-families-unsat_mem_1_obstacles-10-6-skip-easy-big-family_1.yml	unsat	false	TIMEOUT	1800.857931	1801.087160221301	3463.057408		false	35.263156	35.51897915266454	297.443328	17970	TIMEOUT	1800.617139	1800.9391191806644	135.929856		TIMEOUT	1800.713181	1801.1760200541466	1255.854080	
mdp-families-unsat_mem_1_rover-100-big-big-family_1.yml	unsat	false	OUT OF MEMORY	74.620868	75.62862692307681	16000.000000		false	1.087469	1.2888991823419929	218.419200	3	false	0.868819	1.0167760411277413	147.136512	1	OUT OF MEMORY	433.246783	439.1086606439203	16000.000000	
mdp-families-unsat_mem_1_rover-1000-big-family_1.yml	unsat	false	false	17.491988	17.61288180295378	4930.867200	1	false	4.724346	4.9095888854935765	955.600896	3	false	4.703711	4.846195619553328	524.136448	1	TIMEOUT	1800.687439	1800.9643930215389	1191.383040	
mdp-families-unsat_mem_1_rover-1000_1.yml	unsat	false	false	0.7174	0.8705587675794959	172.879872	1	false	1.31408	1.494286279194057	296.951808	3	false	0.987865	1.134855163283646	172.072960	1	TIMEOUT	1800.665169	1800.9297285620123	792.743936	
mdp-families-unsat_mem_1_uav-operator-roz-workload-big-family_1.yml	unsat	false	false	7.769932	7.895142929628491	1833.955328	1	TIMEOUT	1801.301594	1801.8270716629922	14862.303232		false	2.896312	3.0522002251818776	346.824704	1	TIMEOUT	1800.728442	1800.943564816378	1749.196800	
mdp-families-unsat_mem_1_uav-operator-roz-workload_1.yml	unsat	false	false	1.679084	1.8223869251087308	245.587968	1	SEGMENTATION FAULT	1317.212327	1322.8872668594122	3358.109696		false	1.711075	1.8634469481185079	245.018624	1	TIMEOUT	1800.69731	1800.941799081862	1309.274112	
mdp-families-unsat_mem_1_uav-roz-big-family_1.yml	unsat	false	false	3.869844	4.020246845670044	598.491136	1	TIMEOUT	1801.87137	1802.2737211668864	14831.505408		false	3.723693	3.8796984450891614	595.480576	1	TIMEOUT	1800.955027	1801.2150174258277	5140.807680	
mdp-families-unsat_mem_1_uav-roz_1.yml	unsat	false	false	1.928256	2.0764586040750146	246.378496	21	TIMEOUT	1800.977058	1802.0854259431362	6674.620416		false	2.671057	2.8295788653194904	308.064256	36	TIMEOUT	1800.701257	1800.9400940714404	1398.280192	
mdp-families-unsat_mem_1_virus-big-family_1.yml	unsat	false	false	12.447839	12.597808618098497	317.067264	1682	false	48.697875	48.9058946762234	547.188736	3447	unknown	3.674097	3.8234887216240168	319.516672		TIMEOUT	1800.62928	1800.8907013833523	402.997248	
other-unsat_box-pushing.yml	unsat	false	TIMEOUT	1800.607052	1800.9008122943342	290.066432		false	362.535389	362.7470087306574	359.170048	8247	TIMEOUT	1800.6327	1800.885451563634	306.343936		TIMEOUT	1800.648887	1800.868106983602	1673.568256	
other-unsat_dpm.yml	unsat	false	TIMEOUT	1800.607541	1801.1218729307875	1359.466496		false	207.313471	207.55604032520205	1353.863168	2363	TIMEOUT	1800.739648	1801.0399316689	2649.870336		TIMEOUT	1800.685188	1800.9482754413038	3548.749824	
other-unsat_maze.yml	unsat	false	false	2.362248	2.8625952498987317	135.688192	171	false	15.972683	18.41514136455953	170.737664	8523	false	0.57289	0.8106328845024109	135.864320	169	TIMEOUT	1800.621345	1800.8501058015972	244.596736	
pomdp-families-unsat_mem_1_dpm-switch-q10_1.yml	unsat	false	false	652.654507	653.0844936138019	135.864320	694973	false	5.183074	6.263602554798126	176.357376	125	false	213.393684	213.6528217466548	136.019968	66799	TIMEOUT	1800.609949	1800.884397697635	455.938048	
pomdp-families-unsat_mem_1_dpm_1.yml	unsat	false	false	604.662677	605.1459413552657	268.120064	558265	false	14.895356	17.28129510767758	181.559296	334	TIMEOUT	1800.612532	1800.9457462755963	143.962112		TIMEOUT	1800.615028	1800.8433318268508	817.782784	
pomdp-families-unsat_mem_1_obstacles-maze-4-2_1.yml	unsat	false	false	1.94382	2.4502524556592107	136.142848	909	false	7.218746	8.91260236967355	171.540480	47	TIMEOUT	1800.611237	1800.9462812393904	136.110080		false	167.342244	167.60327361989766	2922.852352	
pomdp-families-unsat_mem_1_obstacles-maze-4_1.yml	unsat	false	false	2.035498	2.627626341767609	136.368128	1184	false	6.737464	8.011232730001211	171.479040	51	TIMEOUT	1800.604131	1800.976025194861	136.089600		false	58.610676	58.849030871875584	1511.059456	
pomdp-families-unsat_mem_2_avoid_2.yml	unsat	false	TIMEOUT	1800.621042	1801.130423657596	341.307392		TIMEOUT	1800.59471	1801.992394125089	663.060480		true	903.020805	903.3029005648568	449.929216	30601	TIMEOUT	1800.673889	1801.0001258635893	2624.512000	
pomdp-families-unsat_mem_2_dpm-switch-q10_2.yml	unsat	false	TIMEOUT	1800.604582	1801.1161921257153	136.953856		false	1530.890482	1532.6924026682973	860.848128	284920	TIMEOUT	1800.611592	1800.8988791257143	136.720384		TIMEOUT	1800.919489	1801.266173469834	3868.172288	
pomdp-families-unsat_mem_2_obstacles-8-3_2.yml	unsat	false	TIMEOUT	1800.607477	1801.152284684591	137.424896		TIMEOUT	1800.773673	1801.137159612961	2665.127936		TIMEOUT	1800.614706	1800.8888707570732	135.950336		OUT OF MEMORY	69.051687	74.7760826908052	16000.000000	
pomdp-families-unsat_mem_2_obstacles-8-6_2.yml	unsat	false	TIMEOUT	1800.599704	1801.470864736475	186.560512		TIMEOUT	1800.767507	1801.4520180886611	2501.398528		TIMEOUT	1800.617446	1800.7806639755145	135.847936		OUT OF MEMORY	58.781815	60.154257535003126	16000.000000	
pomdp-families-unsat_mem_2_obstacles-maze-4-2_2.yml	unsat	false	TIMEOUT	1800.601019	1801.2600098801777	136.724480		false	12.700741	13.280692353844643	174.809088	15087	TIMEOUT	1800.614638	1800.8028262406588	136.126464		TIMEOUT	1800.700319	1801.0199998877943	1392.455680	
pomdp-families-unsat_mem_2_obstacles-maze-4_2.yml	unsat	false	false	280.10839	280.83982988167554	136.019968	1582956	false	14.971066	15.57564943563193	179.597312	19181	TIMEOUT	1800.61226	1800.8190295109525	136.019968		TIMEOUT	1800.690681	1801.0232737306505	2584.682496	
