tool			synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 
pomdps-sat_mem_2_4x5x2-95_2.yml	sat	true	true	0.712763	0.880421300418675	135.401472	524	true	0.315153	0.438946595415473	105.652224	15	unknown	2.235985	2.8687077024951577	103.616512		OUT OF MEMORY	145.352779	148.08969602920115	16000.000000		unknown	0.297395	0.4112039254978299	103.464960	
pomdps-sat_mem_2_grid-avoid-4-0.1_2.yml	sat	true	true	0.419432	0.5924087660387158	150.589440	14	true	0.413356	0.5594241134822369	132.087808	7	true	2.156686	2.764383881352842	146.427904	21	true	1.438036	1.7533328356221318	157.491200		true	0.385039	0.5367651972919703	146.968576	38
pomdps-sat_mem_2_maze-alex_2.yml	sat	true	true	1.236051	1.4382686223834753	150.069248	831	TIMEOUT	1800.655784	1800.893317871727	131.870720		true	1416.975929	1417.8457594309002	188.796928	24389	TIMEOUT	1800.638047	1801.0684580672532	154.144768		TIMEOUT	1800.692116	1800.8883910765871	139.132928	
pomdps-sat_mem_2_milos-aaai97_2.yml	sat	true	true	0.819201	1.0013482589274645	136.609792	390	TIMEOUT	1800.62059	1801.0162226567045	215.379968		unknown	1.73541	2.134167890995741	103.964672		TIMEOUT	1800.628869	1801.350892298855	291.823616		unknown	0.335487	0.47556632850319147	104.144896	
pomdps-sat_mem_2_network_2.yml	sat	true	true	0.793498	0.9632076825946569	135.028736	743	true	0.366145	0.5149645218625665	105.369600	33	unknown	1.390689	1.7769173067063093	102.858752		OUT OF MEMORY	224.50699	239.05638239253312	16000.000000		unknown	0.344057	0.4724745871499181	102.907904	
pomdps-sat_mem_2_nrp-8_2.yml	sat	true	true	0.424898	0.5892421370372176	150.421504	2	true	0.347325	0.5161934578791261	132.210688	22	true	1.915674	2.54838755633682	146.100224	1	OUT OF MEMORY	134.737763	143.6653153821826	16000.000000		TIMEOUT	1800.674377	1800.9183036377653	148.418560	
pomdps-sat_mem_2_query-s2_2.yml	sat	true	true	0.474109	0.6991011286154389	135.925760	24	true	0.397952	0.5419690925627947	105.467904	19	unknown	1.556246	2.0431395499035716	103.133184		OUT OF MEMORY	141.805958	144.72991971299052	16000.000000		unknown	0.321458	0.43415612913668156	102.973440	
pomdps-sat_mem_2_query-s3_2.yml	sat	true	true	4.529622	4.692354008555412	144.539648	267	true	5.303227	5.443409435451031	143.609856	182	unknown	1.785256	2.2582144560292363	104.120320		OUT OF MEMORY	346.188793	356.3024918567389	16000.000000		unknown	0.337339	0.4537590863183141	104.071168	
pomdps-sat_mem_2_refuel-06_2.yml	sat	true	TIMEOUT	1801.050131	1801.907928909175	3702.480896		true	0.70488	0.8295269627124071	132.403200	316	TIMEOUT	1800.723132	1801.5289313308895	192.630784		OUT OF MEMORY	150.764291	155.28537378832698	16000.000000		TIMEOUT	1800.679758	1800.9921133155003	188.944384	
pomdps-sat_mem_3_4x3-95_3.yml	sat	true	true	188.357378	188.52036790177226	309.411840	144107	true	1.488513	1.6085053365677595	106.696704	3284	unknown	1.242427	1.6118908654898405	103.280640		OUT OF MEMORY	238.292673	238.91962686181068	16000.000000		unknown	0.323156	0.43279558327049017	103.350272	
pomdps-sat_mem_3_4x5x2-95_3.yml	sat	true	true	11.649402	11.81680694874376	149.454848	15389	true	0.670815	0.7755141323432326	108.003328	618	unknown	1.691562	2.1853130841627717	103.600128		OUT OF MEMORY	209.004211	211.0713985171169	16000.000000		unknown	0.320175	0.4605437060818076	103.751680	
pomdps-sat_mem_3_grid-avoid-4-0.1_3.yml	sat	true	true	0.404833	0.5579584129154682	150.626304	11	true	0.376371	0.526806871406734	132.395008	59	true	1.758571	2.2577081816270947	146.321408	74	true	518.006639	518.7547719925642	4976.259072		true	0.473784	0.5965496264398098	147.587072	608
pomdps-sat_mem_3_maze-alex_3.yml	sat	true	true	210.630311	210.79496302828193	239.243264	54682	TIMEOUT	1800.630688	1800.798205314204	132.288512		TIMEOUT	1800.722068	1801.7024797862396	190.328832		TIMEOUT	1800.629774	1801.4938351819292	162.402304		TIMEOUT	1800.6615	1800.9362186901271	139.300864	
pomdps-sat_mem_3_network_3.yml	sat	true	true	5.282169	5.46793217305094	136.986624	7200	true	16.376019	16.523398608900607	112.840704	42100	unknown	1.632866	2.2118676379323006	103.256064		OUT OF MEMORY	204.017447	212.1281658578664	16000.000000		unknown	0.318178	0.42319267336279154	103.313408	
pomdps-sat_mem_3_query-s2_3.yml	sat	true	true	0.861136	1.0082193184643984	136.101888	151	true	0.534347	0.655497302301228	105.951232	41	unknown	1.45528	1.9931210400536656	103.112704		OUT OF MEMORY	155.008831	155.7410125536844	16000.000000		unknown	0.305337	0.41610188502818346	103.272448	
pomdps-sat_mem_3_query-s3_3.yml	sat	true	true	57.198662	57.344960135407746	161.918976	2016	true	80.248326	80.38481285516173	317.972480	1644	unknown	1.781385	2.1710674529895186	106.033152		TIMEOUT	1800.65234	1801.441407690756	365.060096		unknown	0.369678	0.4921499388292432	105.930752	
pomdps-sat_mem_3_refuel-06_3.yml	sat	true	TIMEOUT	1800.950399	1801.799460830167	4200.759296		true	6.96368	7.08398618362844	184.320000	4609	TIMEOUT	1800.723802	1801.7853795411065	193.294336		OUT OF MEMORY	219.154473	220.26633485406637	16000.000000		TIMEOUT	1800.653796	1800.9425523746759	214.900736	
pomdps-sat_mem_4_4x3-95_4.yml	sat	true	TIMEOUT	1800.774237	1801.2087114043534	889.274368		true	129.409871	129.56435547489673	126.074880	340832	unknown	1.285883	1.6727593373507261	103.358464		TIMEOUT	1800.646108	1801.3458037525415	159.006720		unknown	0.293755	0.39932758640497923	103.563264	
pomdps-sat_mem_4_grid-avoid-4-0.1_4.yml	sat	true	true	0.711891	0.8702042261138558	150.863872	549	true	0.795326	0.9256293764337897	132.034560	1945	true	2.1714	2.8409663615748286	146.808832	277	OUT OF MEMORY	276.729364	291.3016752693802	16000.000000		true	4.123478	4.226470848545432	149.606400	18949
jair-unsat_box-pushing-1fsc.yml	unsat	false	false	2.740812	2.891953432932496	198.582272	178	false	2.813031	2.9326589731499553	179.302400	19	unknown	7.10889	7.622750844806433	160.260096		TIMEOUT	1800.789808	1801.5893375650048	1849.212928		unknown	2.233743	2.361539497040212	160.874496	
jair-unsat_box-pushing-2fsc.yml	unsat	false	TIMEOUT	1800.749616	1800.9693205859512	357.421056		false	41.340592	41.45973437000066	2210.492416	718	unknown	19.873111	20.42795627936721	252.006400		TIMEOUT	1800.735693	1801.458090472035	1449.349120		unknown	7.216972	7.364092637784779	253.415424	
jair-unsat_dpm.yml	unsat	false	false	0.867641	1.0320284282788634	238.784512	1	false	0.7625	0.877079064026475	198.803456	1	TIMEOUT	1800.714935	1801.4599507534876	219.279360		TIMEOUT	1800.668351	1801.463495769538	574.074880		false	0.937336	1.0753596350550652	201.285632	1
jair-unsat_grid-10-sl-4fsc.yml	unsat	false	false	5.32707	5.478578823618591	156.196864	1005	TIMEOUT	1800.630397	1800.7867060899734	168.271872		false	37.210109	37.68975520413369	152.465408	7396	TIMEOUT	1800.761103	1801.1764830974862	1258.987520		TIMEOUT	1800.65439	1800.8067244021222	202.891264	
jair-unsat_grid-meet-sl-2fsc.yml	unsat	false	true	4.619976	4.764806615188718	979.099648	2	false	3.191659	3.294225080870092	639.025152	1	unknown	27.208738	27.644465126097202	641.081344		TIMEOUT	1800.861368	1801.4575182422996	4755.103744		unknown	3.061175	3.1922388738021255	639.623168	
jair-unsat_grid.yml	unsat	false	false	1.976367	2.1499993167817593	151.375872	2572	false	1.998489	2.1072165379300714	133.910528	4139	false	1.741252	2.142469427548349	147.193856	196	TIMEOUT	1800.931964	1801.6669879872352	3098.533888		false	1.025952	1.140593845397234	148.045824	861
jair-unsat_grid3x3-1fsc.yml	unsat	false	false	0.994698	1.1278878673911095	209.371136	18	false	1.067143	1.1990690845996141	232.431616	14	unknown	2.645765	3.0657618986442685	149.946368		TIMEOUT	1800.888224	1801.6317621655762	1996.623872		unknown	0.585004	0.7093014605343342	149.872640	
jair-unsat_grid3x3-2fsc.yml	unsat	false	TIMEOUT	1800.731704	1801.0472487816587	518.250496		TIMEOUT	1801.262971	1801.5177710279822	12618.969088		unknown	12.87443	13.337461068294942	326.000640		TIMEOUT	1800.751427	1801.5008911387995	2481.999872		unknown	2.072817	2.1797023685649037	325.820416	
jair-unsat_herman.yml	unsat	false	false	111.693835	111.86419952195138	1064.787968	3326	false	77.783079	77.914490705356	3413.024768	197	TIMEOUT	1800.774965	1801.4847554527223	888.537088		TIMEOUT	1800.907433	1801.6289920639247	5662.212096		false	47.615534	47.71869956981391	1132.724224	801
jair-unsat_maze-sl-5.yml	unsat	false	TIMEOUT	1800.691402	1801.121801925823	243.118080		TIMEOUT	1800.628697	1800.7884112223983	134.094848		TIMEOUT	1800.777097	1801.6186526538804	203.128832		TIMEOUT	1800.666511	1801.1862717913464	224.002048		TIMEOUT	1800.662099	1800.8453296525404	140.087296	
jair-unsat_maze.yml	unsat	false	false	1.071787	1.233393725939095	151.097344	780	TIMEOUT	1800.622244	1800.8177036466077	134.041600		TIMEOUT	1800.703026	1801.3760316353291	183.107584		TIMEOUT	1800.645263	1801.1757293092087	180.527104		TIMEOUT	1800.668131	1800.8529905313626	139.558912	
jair-unsat_pole-res.yml	unsat	false	false	0.658231	0.8602713998407125	164.876288	43	false	0.419581	0.5502210464328527	143.781888	5	unknown	1.771596	2.183861899189651	133.988352		TIMEOUT	1800.743675	1801.2630258854479	967.385088		unknown	0.378923	0.5260029193013906	133.812224	
jair-unsat_pole.yml	unsat	false	false	2.80323	2.954265377484262	174.895104	381	false	0.982501	1.08199168369174	336.171008	32	unknown	2.084721	2.765311459079385	136.564736		TIMEOUT	1800.677351	1801.1023869365454	342.872064		unknown	0.421946	0.527257926762104	136.642560	
jair-unsat_recycling-2fsc.yml	unsat	false	false	0.582945	0.7336750356480479	151.138304	253	false	0.365338	0.4812069507315755	134.004736	28	unknown	1.448902	1.9546688310801983	133.808128		OUT OF MEMORY	116.942135	132.4170487942174	16000.000000		unknown	0.306416	0.40995121840387583	133.943296	
jair-unsat_recycling-3fsc.yml	unsat	false	false	2.798151	2.9779643388465047	154.075136	1485	false	2.338089	2.4396260008215904	190.431232	1006	unknown	1.514376	1.9959263084456325	133.849088		TIMEOUT	1800.695288	1801.0442481236532	457.195520		unknown	0.351823	0.4567301981151104	133.926912	
jair-unsat_refuel-06-res.yml	unsat	false	false	0.602904	0.8138801846653223	152.805376	33	false	0.441859	0.5431339778006077	134.725632	1	TIMEOUT	1800.68641	1801.7059294497594	204.255232		OUT OF MEMORY	225.246421	226.988954173401	16000.000000		false	0.456603	0.5691660465672612	140.689408	1
pomdps-unsat_mem_1_4x3-95_1.yml	unsat	false	false	1.197508	1.3548766961321235	134.402048	1459	false	0.321976	0.42790911719202995	105.279488	13	unknown	1.459677	1.8113784119486809	103.038976		TIMEOUT	1801.215178	1801.5380522813648	10632.171520		unknown	0.271377	0.37958450242877007	103.202816	
pomdps-unsat_mem_1_4x5x2-95_1.yml	unsat	false	false	0.401139	0.5879331044852734	135.720960	58	false	0.327342	0.4383177375420928	105.488384	13	unknown	1.558248	1.938214155845344	103.280640		true	4.269561	4.505766400136054	223.690752		unknown	0.309382	0.45011298172175884	103.194624	
pomdps-unsat_mem_1_drone-4-1_1.yml	unsat	false	TIMEOUT	1800.806089	1801.1319849258289	2511.564800		false	1.273759	1.3997856071218848	146.931712	269	TIMEOUT	1800.692052	1801.5528570087627	206.352384		TIMEOUT	1800.644197	1800.9815500201657	303.230976		false	1.579428	1.6904004076495767	174.858240	297
pomdps-unsat_mem_1_drone-4-2_1.yml	unsat	false	TIMEOUT	1800.776444	1801.1116013787687	1861.140480		false	0.443766	0.5697228042408824	132.268032	25	TIMEOUT	1800.771967	1801.6806369135156	244.219904		TIMEOUT	1800.632242	1801.02287055552	218.218496		false	0.487271	0.6104943519458175	153.448448	26
pomdps-unsat_mem_1_drone-8-2_1.yml	unsat	false	TIMEOUT	1800.796658	1801.4164052130654	3061.510144		TIMEOUT	1800.690299	1800.93748371955	680.001536		TIMEOUT	1800.666147	1801.645302302204	297.725952		TIMEOUT	1800.697638	1801.0191009500995	972.824576		TIMEOUT	1800.622621	1801.0723715005443	302.063616	
pomdps-unsat_mem_1_grid-avoid-4-0.1_1.yml	unsat	false	false	0.468884	0.6503505008295178	150.245376	5	false	0.375302	0.4779840763658285	132.300800	5	false	1.72315	2.166597275994718	146.173952	4	true	0.599247	0.7998921796679497	151.846912		false	0.305025	0.40923588629812	146.915328	6
pomdps-unsat_mem_1_hallway_1.yml	unsat	false	TIMEOUT	1800.699035	1801.0773958396167	250.187776		TIMEOUT	1800.758421	1800.9631233997643	3203.936256		unknown	3.404091	3.8981395047158003	163.266560		TIMEOUT	1800.753416	1801.0578373754397	1879.441408		unknown	0.720423	0.8748832270503044	162.340864	
pomdps-unsat_mem_1_maze-alex_1.yml	unsat	false	false	0.987037	1.1365707125514746	150.441984	641	TIMEOUT	1800.62902	1800.7798072453588	131.923968		false	9.588426	10.091239348985255	146.247680	4762	unknown	336.880136	337.14007422700524	151.371776		TIMEOUT	1800.636849	1800.7823613742366	139.137024	
pomdps-unsat_mem_1_milos-aaai97_1.yml	unsat	false	false	6.573988	6.736539177596569	137.383936	7929	false	2.143828	2.258216350339353	108.826624	3469	unknown	1.586705	1.998446887359023	103.346176		OUT OF MEMORY	158.886986	172.27153209690005	16000.000000		unknown	0.299555	0.42434794921427965	103.092224	
pomdps-unsat_mem_1_network_1.yml	unsat	false	false	0.417253	0.5738331433385611	134.430720	41	false	0.330419	0.45910908840596676	105.680896	21	unknown	1.531188	1.8785482998937368	102.899712		true	1.960105	2.234063757583499	139.186176		unknown	0.290591	0.42967414762824774	102.940672	
pomdps-unsat_mem_1_nrp-8_1.yml	unsat	false	false	0.462045	0.6072766669094563	149.573632	23	false	0.357687	0.4950965018942952	132.202496	43	false	1.772772	2.2560129882767797	146.345984	8	TIMEOUT	1800.725855	1801.21468648687	3384.582144		false	0.327745	0.46140388399362564	146.878464	26
pomdps-unsat_mem_1_query-s2_1.yml	unsat	false	false	0.424652	0.5763800404965878	134.410240	22	false	0.342991	0.4737215815111995	105.537536	15	unknown	1.417764	1.802782129496336	103.186432		true	82.104319	82.58338875789195	171.622400		unknown	0.414342	0.5156660322099924	103.055360	
pomdps-unsat_mem_1_query-s3_1.yml	unsat	false	false	1.095024	1.2619861541315913	136.630272	114	false	0.749492	0.8760487409308553	106.065920	58	unknown	1.970338	2.403880475088954	103.571456		TIMEOUT	1800.619052	1801.2289655460045	192.593920		unknown	0.309254	0.43917461298406124	103.616512	
pomdps-unsat_mem_1_refuel-06_1.yml	unsat	false	false	3.058712	3.2298332704231143	152.776704	3824	false	0.736093	0.848119717091322	132.415488	1035	TIMEOUT	1800.654766	1801.6793010998517	189.804544		OUT OF MEMORY	73.210602	77.77750297077	16000.000000		false	0.640595	0.7491033487021923	148.242432	1036
pomdps-unsat_mem_1_refuel-20_1.yml	unsat	false	TIMEOUT	1800.719539	1801.1796743646264	983.736320		TIMEOUT	1800.657918	1800.9276499040425	1005.998080		TIMEOUT	1800.644245	1801.6272259578109	219.860992		TIMEOUT	1800.633281	1801.097575285472	492.916736		TIMEOUT	1800.712485	1800.9732329435647	975.704064	
pomdps-unsat_mem_1_rocks-12_1.yml	unsat	false	TIMEOUT	1800.712254	1801.2021607030183	975.556608		false	314.226709	314.3504518875852	464.515072	28990	TIMEOUT	1800.660241	1801.5966514144093	213.188608		TIMEOUT	1800.704406	1801.1889725606889	1187.917824		false	331.393645	331.53689032420516	501.379072	28999
pomdps-unsat_mem_2_4x3-95_2.yml	unsat	false	false	14.238829	14.414081623777747	151.097344	18026	false	0.444416	0.5518175857141614	105.582592	295	unknown	1.870903	2.479545625858009	103.190528		TIMEOUT	1800.609518	1800.9907886944711	138.973184		unknown	0.303071	0.41915930993855	103.165952	
pomdps-unsat_mem_2_4x5x2-95_2.yml	unsat	false	false	4.54377	4.713059748522937	136.699904	6270	false	0.537679	0.6479547051712871	106.336256	417	unknown	2.071611	2.746055212803185	103.903232		OUT OF MEMORY	172.768837	186.19192185997963	16000.000000		unknown	0.316038	0.4271644726395607	103.784448	
pomdps-unsat_mem_2_grid-avoid-4-0.1_2.yml	unsat	false	false	0.444262	0.6138943415135145	149.835776	78	false	0.3681	0.47661773953586817	132.550656	35	false	2.614941	3.2702808985486627	146.669568	72	true	1.020297	1.3001419873908162	157.937664		false	0.336232	0.467482378706336	147.161088	36
