   BENCHMARK INFORMATION
benchmark definition:    comparison_simple.xml
name:                    comparison_simple
run sets:                SMPMC, PAYNT-AR, PAYNT-CEGIS, PAYNT-Hybrid, SMT(LRA)
date:                    Wed, 2025-07-30 01:19:08 UTC
tool:                    synthesis
tool executable:         /home/lheck/.local/share/virtualenvs/molehill-U9ijTdgT/bin/python3
options:
parallel runs:           26
resource limits:
- memory:                16000.0 MB
- time:                  1800 s
hardware requirements:
- memory:                16000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    localhost
os:                      Linux-6.1.0-23-amd64-x86_64-with-glibc2.36
cpu:                     AMD Ryzen Threadripper PRO 5965WX 24-Cores
- cores:                 48
- max frequency:         3800.0 MHz
- turbo boost enabled:   False
ram:                     540660.658176 MB
------------------------------------------------------------



SMPMC
Run set 1 of 5 with options '-m molehill --ce none' and propertyfile 'None'

inputfile                                    status                       cpu time   wall time        host
----------------------------------------------------------------------------------------------------------
jair-sat_box-pushing-1fsc.yml                true                             3.32        4.12        None
jair-sat_box-pushing-2fsc.yml                true                           476.63      477.45        None
jair-sat_dpm.yml                             true                            51.07       51.87        None
jair-sat_grid-10-sl-4fsc.yml                 true                             0.61        1.38        None
jair-sat_grid-meet-sl-2fsc.yml               true                            13.48       14.29        None
jair-sat_grid.yml                            true                             0.67        1.42        None
jair-sat_grid3x3-1fsc.yml                    true                             3.65        4.40        None
jair-sat_grid3x3-2fsc.yml                    true                            29.30       30.11        None
jair-sat_herman.yml                          true                            43.18       43.93        None
jair-sat_maze-sl-5.yml                       TIMEOUT                       1800.62     1801.48        None
jair-sat_maze.yml                            true                             0.63        1.39        None
jair-sat_pole-res.yml                        true                             0.73        1.53        None
jair-sat_pole.yml                            true                             1.59        2.36        None
jair-sat_recycling-2fsc.yml                  true                             0.55        1.29        None
jair-sat_recycling-3fsc.yml                  true                             0.59        1.37        None
jair-sat_refuel-06-res.yml                   true                             1.49        2.23        None
jair-sat_tiny_rewards.yml                    true                             0.51        1.31        None
pomdps-sat_mem_1_4x3-95_1.yml                true                             0.59        1.44        None
pomdps-sat_mem_1_4x5x2-95_1.yml              true                             0.46        1.26        None
pomdps-sat_mem_1_drone-4-1_1.yml             TIMEOUT                       1800.75     1801.59        None
pomdps-sat_mem_1_drone-4-2_1.yml             TIMEOUT                       1800.62     1801.54        None
pomdps-sat_mem_1_drone-8-2_1.yml             TIMEOUT                       1800.72     1801.58        None
pomdps-sat_mem_1_grid-avoid-4-0.1_1.yml      true                             0.49        1.23        None
pomdps-sat_mem_1_hallway_1.yml               true                             7.13        7.89        None
pomdps-sat_mem_1_maze-alex_1.yml             true                             0.55        1.29        None
pomdps-sat_mem_1_milos-aaai97_1.yml          true                             6.84        7.58        None
pomdps-sat_mem_1_network_1.yml               true                             0.45        0.72        None
pomdps-sat_mem_1_nrp-8_1.yml                 true                             0.46        0.78        None
pomdps-sat_mem_1_query-s2_1.yml              true                             0.48        0.79        None
pomdps-sat_mem_1_query-s3_1.yml              true                             0.54        0.87        None
pomdps-sat_mem_1_refuel-06_1.yml             true                             4.54        4.86        None
pomdps-sat_mem_1_refuel-20_1.yml             true                            16.03       16.37        None
pomdps-sat_mem_1_rocks-12_1.yml              TIMEOUT                       1800.92     1801.37        None
pomdps-sat_mem_2_4x3-95_2.yml                true                            10.71       11.01        None
pomdps-sat_mem_2_4x5x2-95_2.yml              true                             0.77        1.05        None
pomdps-sat_mem_2_grid-avoid-4-0.1_2.yml      true                             0.46        0.71        None
pomdps-sat_mem_2_maze-alex_2.yml             true                             1.19        1.41        None
pomdps-sat_mem_2_milos-aaai97_2.yml          true                             0.96        1.15        None
pomdps-sat_mem_2_network_2.yml               true                             0.89        1.12        None
pomdps-sat_mem_2_nrp-8_2.yml                 true                             0.45        0.72        None
pomdps-sat_mem_2_query-s2_2.yml              true                             0.50        0.73        None
pomdps-sat_mem_2_query-s3_2.yml              true                             5.13        5.33        None
pomdps-sat_mem_2_refuel-06_2.yml             TIMEOUT                       1801.00     1801.26        None
pomdps-sat_mem_3_4x3-95_3.yml                true                           224.05      224.26        None
pomdps-sat_mem_3_4x5x2-95_3.yml              true                            12.85       13.02        None
pomdps-sat_mem_3_grid-avoid-4-0.1_3.yml      true                             0.47        0.68        None
pomdps-sat_mem_3_maze-alex_3.yml             true                           190.90      191.16        None
pomdps-sat_mem_3_network_3.yml               true                             6.81        7.01        None
pomdps-sat_mem_3_query-s2_3.yml              true                             1.00        1.19        None
pomdps-sat_mem_3_query-s3_3.yml              true                            65.76       65.94        None
pomdps-sat_mem_3_refuel-06_3.yml             TIMEOUT                       1800.85     1801.20        None
pomdps-sat_mem_4_4x3-95_4.yml                TIMEOUT                       1800.67     1800.89        None
pomdps-sat_mem_4_grid-avoid-4-0.1_4.yml      true                             0.76        0.97        None
jair-unsat_box-pushing-1fsc.yml              false                            3.03        3.20        None
jair-unsat_box-pushing-2fsc.yml              false                         1132.38     1132.64        None
jair-unsat_dpm.yml                           false                           54.78       55.05        None
jair-unsat_grid-10-sl-4fsc.yml               false                            5.42        5.66        None
jair-unsat_grid-meet-sl-2fsc.yml             false                           30.38       30.56        None
jair-unsat_grid.yml                          false                            2.25        2.46        None
jair-unsat_grid3x3-1fsc.yml                  false                            1.71        1.93        None
jair-unsat_grid3x3-2fsc.yml                  false                          829.71      829.94        None
jair-unsat_herman.yml                        false                          160.46      160.68        None
jair-unsat_maze-sl-5.yml                     TIMEOUT                       1800.62     1800.98        None
jair-unsat_maze.yml                          false                            1.07        1.25        None
jair-unsat_pole-res.yml                      false                            1.06        1.25        None
jair-unsat_pole.yml                          false                            2.89        3.06        None
jair-unsat_recycling-2fsc.yml                false                            0.64        0.82        None
jair-unsat_recycling-3fsc.yml                false                            3.43        3.68        None
jair-unsat_refuel-06-res.yml                 false                            0.89        1.06        None
jair-unsat_tiny_rewards.yml                  false                            0.42        0.62        None
pomdps-unsat_mem_1_4x3-95_1.yml              false                            1.33        1.50        None
pomdps-unsat_mem_1_4x5x2-95_1.yml            false                            0.43        0.64        None
pomdps-unsat_mem_1_drone-4-1_1.yml           TIMEOUT                       1800.72     1801.03        None
pomdps-unsat_mem_1_drone-4-2_1.yml           TIMEOUT                       1800.68     1800.99        None
pomdps-unsat_mem_1_drone-8-2_1.yml           TIMEOUT                       1800.73     1800.98        None
pomdps-unsat_mem_1_grid-avoid-4-0.1_1.yml    false                            0.54        0.77        None
pomdps-unsat_mem_1_hallway_1.yml             TIMEOUT                       1800.62     1800.90        None
pomdps-unsat_mem_1_maze-alex_1.yml           false                            0.87        1.07        None
pomdps-unsat_mem_1_milos-aaai97_1.yml        false                           10.88       11.09        None
pomdps-unsat_mem_1_network_1.yml             false                            0.42        0.60        None
pomdps-unsat_mem_1_nrp-8_1.yml               false                            0.42        0.61        None
pomdps-unsat_mem_1_query-s2_1.yml            false                            0.44        0.61        None
pomdps-unsat_mem_1_query-s3_1.yml            false                            1.28        1.49        None
pomdps-unsat_mem_1_refuel-06_1.yml           false                            3.59        3.78        None
pomdps-unsat_mem_1_refuel-20_1.yml           TIMEOUT                       1800.73     1801.06        None
pomdps-unsat_mem_1_rocks-12_1.yml            TIMEOUT                       1800.67     1800.94        None
pomdps-unsat_mem_2_4x3-95_2.yml              false                           15.70       15.89        None
pomdps-unsat_mem_2_4x5x2-95_2.yml            false                            7.23        7.44        None
pomdps-unsat_mem_2_grid-avoid-4-0.1_2.yml    false                            0.61        0.82        None
pomdps-unsat_mem_2_maze-alex_2.yml           false                            5.46        5.67        None
pomdps-unsat_mem_2_milos-aaai97_2.yml        false                           10.33       10.57        None
pomdps-unsat_mem_2_network_2.yml             false                            0.97        1.19        None
pomdps-unsat_mem_2_nrp-8_2.yml               false                          326.35      326.54        None
pomdps-unsat_mem_2_query-s2_2.yml            false                            1.60        1.82        None
pomdps-unsat_mem_2_query-s3_2.yml            false                          227.63      227.82        None
pomdps-unsat_mem_2_refuel-06_2.yml           TIMEOUT                       1800.98     1801.24        None
pomdps-unsat_mem_3_4x3-95_3.yml              false                          659.19      659.39        None
pomdps-unsat_mem_3_4x5x2-95_3.yml            false                          265.08      265.30        None
pomdps-unsat_mem_3_grid-avoid-4-0.1_3.yml    false                            1.30        1.50        None
pomdps-unsat_mem_3_maze-alex_3.yml           false                            0.59        0.78        None
pomdps-unsat_mem_3_network_3.yml             false                          351.30      351.53        None
pomdps-unsat_mem_3_query-s2_3.yml            false                          154.77      154.94        None
pomdps-unsat_mem_3_query-s3_3.yml            false                          184.43      184.65        None
pomdps-unsat_mem_3_refuel-06_3.yml           TIMEOUT                       1800.81     1801.17        None
pomdps-unsat_mem_4_4x3-95_4.yml              TIMEOUT                       1800.70     1801.00        None
pomdps-unsat_mem_4_grid-avoid-4-0.1_4.yml    false                            5.43        5.68        None
----------------------------------------------------------------------------------------------------------
Run set 1                                    done                         38074.99     2137.41           -


PAYNT-AR
Run set 2 of 5 with options 'build/paynt/paynt.py --method ar' and propertyfile 'None'

inputfile                                    status                       cpu time   wall time        host
----------------------------------------------------------------------------------------------------------
jair-sat_box-pushing-1fsc.yml                true                             2.91        3.70        None
jair-sat_box-pushing-2fsc.yml                true                            15.48       16.25        None
jair-sat_dpm.yml                             true                           134.18      134.94        None
jair-sat_grid-10-sl-4fsc.yml                 TIMEOUT                       1800.60     1801.35        None
jair-sat_grid-meet-sl-2fsc.yml               true                           751.87      752.64        None
jair-sat_grid.yml                            true                             1.48        2.22        None
jair-sat_grid3x3-1fsc.yml                    true                             1.22        1.94        None
jair-sat_grid3x3-2fsc.yml                    true                             8.13        8.86        None
jair-sat_herman.yml                          true                            41.17       41.89        None
jair-sat_maze-sl-5.yml                       TIMEOUT                       1800.60     1801.34        None
jair-sat_maze.yml                            TIMEOUT                       1800.60     1801.33        None
jair-sat_pole-res.yml                        true                             0.79        1.47        None
jair-sat_pole.yml                            true                             0.88        1.55        None
jair-sat_recycling-2fsc.yml                  true                             0.54        1.21        None
jair-sat_recycling-3fsc.yml                  true                             0.48        1.14        None
jair-sat_refuel-06-res.yml                   true                             0.64        1.29        None
jair-sat_tiny_rewards.yml                    true                             0.40        1.05        None
pomdps-sat_mem_1_4x3-95_1.yml                true                             0.43        1.06        None
pomdps-sat_mem_1_4x5x2-95_1.yml              true                             0.44        1.06        None
pomdps-sat_mem_1_drone-4-1_1.yml             true                             3.55        4.17        None
pomdps-sat_mem_1_drone-4-2_1.yml             true                             0.61        1.23        None
pomdps-sat_mem_1_drone-8-2_1.yml             true                            13.42       14.00        None
pomdps-sat_mem_1_grid-avoid-4-0.1_1.yml      true                             0.50        1.09        None
pomdps-sat_mem_1_hallway_1.yml               true                            90.21       90.81        None
pomdps-sat_mem_1_maze-alex_1.yml             TIMEOUT                       1800.60     1801.21        None
pomdps-sat_mem_1_milos-aaai97_1.yml          true                             0.77        1.34        None
pomdps-sat_mem_1_network_1.yml               true                             0.48        0.64        None
pomdps-sat_mem_1_nrp-8_1.yml                 true                             0.50        0.67        None
pomdps-sat_mem_1_query-s2_1.yml              true                             0.43        0.61        None
pomdps-sat_mem_1_query-s3_1.yml              true                             0.59        0.77        None
