tool			synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 
pomdps-sat_mem_1_4x3-95_1.yml	sat	true	true	0.394906	1.0268022827804089	105.369600	7	unknown	0.369476	0.9935423769056797	103.460864		false	1211.741632	1212.4860998727381	175.505408		true	0.603922	1.2819854952394962	140.611584	256	unknown	0.39714	1.0052575757727027	103.256064	
pomdps-sat_mem_1_4x5x2-95_1.yml	sat	true	true	0.396736	1.0251668179407716	105.472000	6	unknown	0.387155	1.0034428425133228	103.186432		true	1.315651	2.064434688538313	147.431424		true	0.507049	1.143858302384615	140.357632	2	unknown	0.420576	1.0258563747629523	103.202816	
pomdps-sat_mem_1_drone-4-1_1.yml	sat	true	true	3.392872	4.01090940553695	146.526208	728	TIMEOUT	1800.612456	1801.340049737133	253.730816		TIMEOUT	1800.619252	1801.3424287829548	292.904960		TIMEOUT	1800.717364	1801.567098448053	4133.847040		TIMEOUT	1800.609453	1801.2456649281085	220.467200	
pomdps-sat_mem_1_drone-4-2_1.yml	sat	true	true	0.646259	1.2757142502814531	132.292608	20	TIMEOUT	1800.59565	1801.6053583314642	279.085056		TIMEOUT	1800.619413	1801.406184467487	326.148096		TIMEOUT	1800.631656	1801.4248299282044	3631.693824		TIMEOUT	1800.602433	1801.2862794892862	190.922752	
pomdps-sat_mem_1_drone-8-2_1.yml	sat	true	true	14.89484	15.504983140155673	292.970496	77	TIMEOUT	1800.598464	1801.5675564045087	319.131648		TIMEOUT	1800.678125	1801.4163257842883	927.494144		TIMEOUT	1800.695705	1801.431772983633	3957.080064		TIMEOUT	1800.613718	1801.248893004842	318.427136	
pomdps-sat_mem_1_grid-avoid-4-0.1_1.yml	sat	true	true	0.412688	1.0160285122692585	132.169728	2	true	0.409523	0.9721307642757893	145.829888	1	true	0.514342	1.1716291820630431	157.036544		true	0.429939	1.0888049760833383	154.300416	3	true	0.447224	1.044239585287869	147.066880	6
pomdps-sat_mem_1_hallway_1.yml	sat	true	true	86.779694	87.40031507145613	729.907200	1247	unknown	0.887508	1.480188999325037	161.914880		TIMEOUT	1800.742702	1801.52504847385	2908.221440		true	7.762243	8.380443188361824	235.081728	179	unknown	0.851068	1.466334156692028	163.094528	
pomdps-sat_mem_1_maze-alex_1.yml	sat	true	TIMEOUT	1800.595461	1801.2452095383778	131.641344		true	1.107618	1.6948419399559498	146.472960	622	true	27.149069	27.828947603702545	156.987392		true	0.553468	1.1623229701071978	155.303936	46	TIMEOUT	1800.607054	1801.2183703435585	139.010048	
pomdps-sat_mem_1_milos-aaai97_1.yml	sat	true	true	0.771199	1.3557382859289646	107.167744	521	unknown	0.363877	0.9211330274119973	103.038976		TIMEOUT	1800.623256	1801.3232705919072	301.555712		true	6.74133	7.338680190034211	141.496320	7413	unknown	0.389501	0.9740488873794675	103.038976	
pomdps-sat_mem_1_network_1.yml	sat	true	true	0.401366	0.6147206267341971	105.304064	8	unknown	0.423743	0.7302519921213388	102.985728		false	0.891009	1.0855021439492702	140.587008		true	0.417035	0.6912125525996089	140.599296	19	unknown	0.465433	0.7515607587993145	102.825984	
pomdps-sat_mem_1_nrp-8_1.yml	sat	true	true	0.412767	0.6290509663522243	131.969024	8	true	0.424029	0.704552561044693	146.096128	1	true	0.605374	0.815827613696456	157.302784		true	0.523746	0.8436891306191683	155.025408	2	true	0.502392	0.7918702624738216	147.062784	44
pomdps-sat_mem_1_query-s2_1.yml	sat	true	true	0.463363	0.6686116317287087	105.345024	8	unknown	0.386731	0.6894645867869258	103.018496		true	240.271102	240.50974497478455	149.204992		true	0.460029	0.7361832521855831	140.288000	2	unknown	0.349954	0.646724147722125	102.952960	
pomdps-sat_mem_1_query-s3_1.yml	sat	true	true	0.560699	0.7588177006691694	106.012672	11	unknown	0.473048	0.7765974514186382	103.624704		TIMEOUT	1800.626199	1800.865376218222	261.177344		true	0.521398	0.8023920068517327	140.337152	7	unknown	0.401787	0.7050054650753736	103.550976	
pomdps-sat_mem_1_refuel-06_1.yml	sat	true	true	0.630209	0.8309831842780113	132.177920	403	true	403.300063	403.6247729193419	190.312448	35446	true	107.599167	107.7731065703556	228.749312		true	4.865041	5.149988950230181	164.106240	5012	true	0.931834	1.2261610245332122	148.160512	1167
pomdps-sat_mem_1_refuel-20_1.yml	sat	true	TIMEOUT	1800.612465	1800.8521311720833	715.538432		true	7.683681	7.987274006940424	161.583104	801	TIMEOUT	1800.722213	1800.9964924706146	2053.566464		true	14.568597	14.857841182500124	196.886528	2396	TIMEOUT	1800.618487	1800.9566904539242	289.865728	
pomdps-sat_mem_1_rocks-12_1.yml	sat	true	true	1.175821	1.333237105049193	181.624832	37	TIMEOUT	1800.621034	1801.0273974658921	271.028224		TIMEOUT	1800.655544	1800.9217620473355	861.761536		TIMEOUT	1800.937054	1801.35915581882	6551.891968		TIMEOUT	1800.627223	1800.965067463927	434.573312	
pomdps-sat_mem_2_4x3-95_2.yml	sat	true	true	0.346238	0.4872706001624465	105.332736	20	unknown	0.419294	0.6350084049627185	103.129088		TIMEOUT	1800.615303	1800.862832649611	144.584704		true	12.427801	12.690094390884042	149.028864	14358	unknown	0.443853	0.6734634079039097	103.247872	
pomdps-sat_mem_2_4x5x2-95_2.yml	sat	true	true	0.404421	0.5334762707352638	105.885696	15	unknown	0.408882	0.6177721181884408	103.583744		true	11.871076	12.042560922913253	188.919808		true	0.747589	1.0228373631834984	140.152832	524	unknown	0.361459	0.5724216559901834	103.526400	
pomdps-sat_mem_2_grid-avoid-4-0.1_2.yml	sat	true	true	0.418534	0.550614545121789	132.157440	7	true	0.436931	0.6125151626765728	146.251776	21	true	1.106607	1.2978095635771751	157.159424		true	0.438257	0.7185788778588176	155.086848	14	true	0.419416	0.5755392257124186	146.960384	38
pomdps-sat_mem_2_maze-alex_2.yml	sat	true	TIMEOUT	1800.613213	1800.8281450327486	131.760128		true	215.705125	215.9160744138062	188.280832	24389	TIMEOUT	1800.612434	1800.864193544723	164.159488		true	1.241778	1.4692400684580207	154.808320	831	TIMEOUT	1800.612415	1800.793010495603	139.083776	
pomdps-sat_mem_2_milos-aaai97_2.yml	sat	true	TIMEOUT	1800.623598	1800.81074862089	219.389952		unknown	0.424806	0.6294243205338717	103.964672		TIMEOUT	1800.610727	1800.8593956744298	471.445504		true	1.067848	1.2856872957199812	141.271040	390	unknown	0.355115	0.4659328693524003	104.091648	
pomdps-sat_mem_2_network_2.yml	sat	true	true	0.414515	0.5796384569257498	105.390080	33	unknown	0.383231	0.5250138714909554	103.014400		true	306.961763	307.29014269448817	148.946944		true	0.887942	1.11060228664428	140.713984	743	unknown	0.414483	0.5972547009587288	102.805504	
pomdps-sat_mem_2_nrp-8_2.yml	sat	true	true	0.509891	0.7083158567547798	132.001792	22	true	0.407006	0.5407739654183388	146.087936	1	true	3.579858	3.9566977601498365	167.882752		true	0.471646	0.6876435903832316	155.140096	2	TIMEOUT	1800.613603	1800.882593310438	148.332544	
pomdps-sat_mem_2_query-s2_2.yml	sat	true	true	0.484484	0.6716489400714636	105.623552	19	unknown	0.397177	0.5625032354146242	102.907904		TIMEOUT	1800.610382	1801.017891756259	171.720704		true	0.513036	0.7328414488583803	140.513280	24	unknown	0.35618	0.5559862796217203	103.096320	
pomdps-sat_mem_2_query-s3_2.yml	sat	true	true	6.120145	6.322631949558854	142.946304	182	unknown	0.400336	0.5653912434354424	104.103936		TIMEOUT	1800.638871	1801.0665914770216	806.117376		true	5.371355	5.61156826838851	147.722240	267	unknown	0.363806	0.5845827106386423	104.206336	
pomdps-sat_mem_2_refuel-06_2.yml	sat	true	true	0.754316	0.9347434770315886	132.194304	316	TIMEOUT	1800.602243	1800.9727910486981	243.621888		TIMEOUT	1800.61203	1801.3155423924327	320.208896		TIMEOUT	1800.998573	1801.280510935001	7281.188864		TIMEOUT	1800.611703	1800.928437142633	185.458688	
pomdps-sat_mem_3_4x3-95_3.yml	sat	true	true	1.665327	1.860510434024036	106.500096	3284	unknown	0.362981	0.5318708876147866	103.333888		TIMEOUT	1800.60795	1801.2133112987503	157.810688		true	214.80237	215.01728596817702	313.180160	144107	unknown	0.357629	0.5661585927009583	103.350272	
pomdps-sat_mem_3_4x5x2-95_3.yml	sat	true	true	0.719125	0.8769658021628857	107.929600	618	unknown	0.380666	0.55102055426687	103.739392		true	243.643979	244.20078209694475	306.487296		true	12.815868	13.01763781066984	152.682496	15389	unknown	0.445936	0.6008446617051959	103.690240	
pomdps-sat_mem_3_grid-avoid-4-0.1_3.yml	sat	true	true	0.406407	0.572422606870532	132.141056	59	true	0.523252	0.7215598644688725	146.321408	74	true	2.449358	3.0044812075793743	164.433920		true	0.610384	0.8269653460010886	155.254784	11	true	0.656605	0.7875094078481197	147.632128	610
pomdps-sat_mem_3_maze-alex_3.yml	sat	true	TIMEOUT	1800.618971	1800.7670575240627	131.825664		TIMEOUT	1800.632033	1800.8690527454019	240.877568		TIMEOUT	1800.610766	1801.1892791399732	177.020928		true	188.600186	188.79696081578732	421.990400	152265	TIMEOUT	1800.614623	1800.7645510630682	139.038720	
pomdps-sat_mem_3_network_3.yml	sat	true	true	18.358573	18.51082046981901	112.922624	42100	unknown	0.390835	0.5402985066175461	103.002112		TIMEOUT	1800.610255	1801.249074820429	162.091008		true	6.2779	6.479044751264155	140.869632	7200	unknown	0.444523	0.5960149429738522	102.936576	
pomdps-sat_mem_3_query-s2_3.yml	sat	true	true	0.892613	1.0271066147834063	105.934848	41	unknown	0.373079	0.5074774799868464	103.047168		TIMEOUT	1800.610805	1801.2066650586203	250.683392		true	1.046486	1.275445880368352	139.706368	151	unknown	0.37592	0.5277031259611249	103.108608	
pomdps-sat_mem_3_query-s3_3.yml	sat	true	true	107.75762	107.93108027428389	315.088896	1644	unknown	0.419223	0.5975591670721769	105.832448		TIMEOUT	1800.706088	1801.2880104621872	1923.788800		true	63.908456	64.09763162676245	164.622336	2016	unknown	0.457706	0.6183283450081944	105.869312	
pomdps-sat_mem_3_refuel-06_3.yml	sat	true	true	8.038915	8.178980083204806	184.799232	4609	TIMEOUT	1800.625575	1800.9063738919795	244.609024		TIMEOUT	1800.63433	1801.2146413177252	620.187648		TIMEOUT	1800.848365	1801.119723269716	4856.164352		TIMEOUT	1800.617615	1800.8167075663805	214.298624	
pomdps-sat_mem_4_4x3-95_4.yml	sat	true	true	144.4198	144.5909140203148	126.357504	340832	unknown	0.397743	0.5467919055372477	103.518208		TIMEOUT	1800.611527	1801.2010240070522	171.630592		TIMEOUT	1800.668615	1800.952381355688	1043.390464		unknown	0.38746	0.5222746795043349	103.399424	
pomdps-sat_mem_4_grid-avoid-4-0.1_4.yml	sat	true	true	0.970457	1.1006902940571308	132.362240	1945	true	0.735584	0.8915133289992809	146.677760	277	true	113.238986	113.78671781998128	187.379712		true	1.004787	1.1818287465721369	154.976256	549	true	4.791743	4.927187732420862	149.573632	18929
jair-unsat_box-pushing-1fsc.yml	unsat	false	false	2.802934	2.9556648368015885	178.720768	19	unknown	2.868004	3.0598305109888315	160.243712		TIMEOUT	1800.671224	1801.2076955428347	1248.264192		false	3.705593	3.9041066775098443	201.318400	178	unknown	2.593056	2.746028907597065	160.075776	
jair-unsat_box-pushing-2fsc.yml	unsat	false	false	49.197693	49.340509321540594	2210.750464	718	unknown	7.738557	7.93762962706387	252.223488		TIMEOUT	1800.80375	1801.3595055900514	4791.001088		false	1130.533831	1130.7965791104361	395.943936	62423	unknown	7.574517	7.7426281329244375	252.944384	
jair-unsat_dpm.yml	unsat	false	false	63.179443	63.31059167999774	7502.032896	1	unknown	37.640072	37.80540975369513	7505.231872		TIMEOUT	1801.24737	1801.8437810502946	12179.423232		false	51.794783	52.08083114773035	7862.943744	1	unknown	30.607409	30.772419662214816	7506.546688	
jair-unsat_grid-10-sl-4fsc.yml	unsat	false	TIMEOUT	1800.620226	1800.789668704383	168.198144		false	21.656877	21.845585483126342	152.649728	7396	TIMEOUT	1800.661369	1801.2616130672395	1031.098368		false	5.328542	5.532220865599811	160.288768	1005	TIMEOUT	1800.622096	1800.7950617969036	202.993664	
jair-unsat_grid-meet-sl-2fsc.yml	unsat	false	false	107.906133	108.05692008230835	2283.483136	1620	TIMEOUT	1800.623226	1801.0755870630965	638.009344		TIMEOUT	1800.866194	1801.2076371386647	11141.668864		false	30.964035	31.16285013779998	1010.221056	1260	false	117.705489	117.84462068229914	2325.549056	4412
jair-unsat_grid.yml	unsat	false	false	2.616222	2.760939941741526	133.779456	4139	false	0.881679	1.0592052480205894	147.128320	196	false	1099.073202	1099.2640104619786	209.035264		false	2.216235	2.3909588176757097	156.119040	2572	false	1.635522	1.7627570759505033	148.512768	1025
jair-unsat_grid3x3-1fsc.yml	unsat	false	false	0.963113	1.1118192030116916	232.484864	14	unknown	0.596644	0.7433166485279799	149.544960		TIMEOUT	1800.705602	1800.9582098741084	2087.727104		false	1.497781	1.7247730679810047	211.521536	18	unknown	0.57444	0.6977291340008378	149.876736	
jair-unsat_grid3x3-2fsc.yml	unsat	false	OUT OF MEMORY	1267.957432	1268.318033080548	16000.000000		unknown	2.401656	2.546112577430904	325.918720		TIMEOUT	1800.660008	1800.8932594507933	1486.319616		false	826.875019	827.1167609496042	520.364032	9392	unknown	2.696961	2.8310289876535535	325.865472	
jair-unsat_herman.yml	unsat	false	false	97.786425	97.93396259658039	3409.403904	197	TIMEOUT	1800.663668	1800.9080312736332	898.932736		TIMEOUT	1800.789425	1801.0362388873473	7218.618368		false	173.12663	173.344814077951	1061.621760	3326	false	54.296159	54.44162836391479	1132.220416	735
jair-unsat_maze-sl-5.yml	unsat	false	TIMEOUT	1800.61363	1800.7601158209145	133.750784		TIMEOUT	1800.619369	1800.976783502847	256.413696		TIMEOUT	1800.619589	1800.8675579521805	222.117888		TIMEOUT	1800.626004	1800.9086482711136	334.376960		TIMEOUT	1800.613685	1800.7847314598039	140.046336	
jair-unsat_maze.yml	unsat	false	TIMEOUT	1800.60982	1800.7833056338131	133.840896		TIMEOUT	1800.627734	1800.8792560277507	212.865024		TIMEOUT	1800.615963	1800.9040443710983	176.373760		false	1.732619	1.9216268751770258	155.770880	780	TIMEOUT	1800.615739	1800.7605969207361	139.796480	
jair-unsat_pole-res.yml	unsat	false	false	0.726092	0.865958490408957	143.499264	5	unknown	0.450551	0.5626463145017624	133.758976		TIMEOUT	1800.643401	1800.8914304831997	646.356992		false	0.711631	0.9034907072782516	168.587264	43	unknown	0.519451	0.6590954605489969	133.623808	
jair-unsat_pole.yml	unsat	false	false	1.719556	1.8714504586532712	336.117760	32	unknown	0.496403	0.6222199285402894	136.691712		TIMEOUT	1800.674509	1800.9654054306448	997.306368		false	3.023032	3.218908915296197	177.836032	381	unknown	0.451567	0.5585118243470788	136.491008	
jair-unsat_recycling-2fsc.yml	unsat	false	false	0.572811	0.7046846691519022	133.775360	28	unknown	0.409944	0.5493432991206646	133.844992		TIMEOUT	1800.622731	1800.8715367019176	255.832064		false	0.817062	1.0393583811819553	155.254784	253	unknown	0.37463	0.4985464485362172	133.775360	
jair-unsat_recycling-3fsc.yml	unsat	false	false	4.438696	4.592801345512271	190.476288	1006	unknown	0.443767	0.5647937543690205	133.619712		TIMEOUT	1800.610189	1800.8734022164717	506.822656		false	4.031535	4.243461269885302	158.158848	1485	unknown	0.427785	0.570125917904079	133.918720	
jair-unsat_refuel-06-res.yml	unsat	false	false	0.712451	0.8519340679049492	134.504448	1	TIMEOUT	1800.626558	1800.8575663929805	229.134336		TIMEOUT	1800.605505	1800.8675309494138	243.671040		false	0.665148	0.8320060921832919	156.372992	33	false	0.688722	0.8276524068787694	140.500992	1
jair-unsat_tiny_rewards.yml	unsat	false	false	0.463708	0.6048698052763939	133.509120	1	unknown	0.368892	0.5085704606026411	133.767168		false	0.484309	0.6748977899551392	156.344320		false	0.446282	0.6376844113692641	155.500544	2	unknown	0.342158	0.47580909822136164	133.513216	
pomdps-unsat_mem_1_4x3-95_1.yml	unsat	false	false	0.35154	0.46121377404779196	105.279488	13	unknown	0.351371	0.5053879981860518	103.546880		false	1627.926315	1628.142375888303	177.549312		false	1.222689	1.4761428125202656	140.005376	1459	unknown	0.33248	0.48227373138070107	103.260160	
pomdps-unsat_mem_1_4x5x2-95_1.yml	unsat	false	false	0.323162	0.4478445677086711	105.472000	13	unknown	0.372456	0.513760281726718	103.460864		false	36.361521	36.55196449253708	200.048640		false	0.549468	0.7372977025806904	140.128256	58	unknown	0.447355	0.5859953369945288	103.202816	
pomdps-unsat_mem_1_drone-4-1_1.yml	unsat	false	false	2.087473	2.2300399895757437	146.526208	269	TIMEOUT	1800.628112	1800.8873119112104	217.948160		TIMEOUT	1800.613138	1800.872028925456	291.282944		TIMEOUT	1800.732151	1801.0571539886296	4304.039936		false	1.88585	2.0041845366358757	174.686208	289
pomdps-unsat_mem_1_drone-4-2_1.yml	unsat	false	false	0.438231	0.5433915508911014	132.210688	25	TIMEOUT	1800.637758	1800.8484257711098	256.929792		TIMEOUT	1800.626127	1800.9974834620953	314.109952		TIMEOUT	1800.68833	1800.9035586370155	2157.531136		false	0.574656	0.7239664467051625	153.223168	26
pomdps-unsat_mem_1_drone-8-2_1.yml	unsat	false	TIMEOUT	1800.640182	1800.82819166407	680.341504		TIMEOUT	1800.63313	1800.918719233945	327.516160		TIMEOUT	1800.672222	1801.0204954603687	925.401088		TIMEOUT	1800.733978	1800.9850687980652	4858.052608		TIMEOUT	1800.622246	1800.8275164579973	294.158336	
pomdps-unsat_mem_1_grid-avoid-4-0.1_1.yml	unsat	false	false	0.506208	0.6403306890279055	132.149248	5	false	0.34851	0.472469087690115	146.337792	4	false	0.495786	0.788169969804585	155.992064		false	0.53764	0.7375218663364649	153.989120	5	false	0.412658	0.5254455925896764	147.001344	6
pomdps-unsat_mem_1_hallway_1.yml	unsat	false	TIMEOUT	1800.741107	1800.9488271791488	3202.600960		unknown	0.77867	0.9549538446590304	163.172352		TIMEOUT	1800.751424	1801.117839072831	2852.683776		TIMEOUT	1800.619338	1800.8925265697762	287.629312		unknown	0.783836	0.9212469458580017	163.049472	
pomdps-unsat_mem_1_maze-alex_1.yml	unsat	false	TIMEOUT	1800.616586	1800.7791580995545	131.694592		false	7.366256	7.476247617974877	146.284544	4762	false	1136.779432	1137.0969164278358	161.005568		false	1.283521	1.4767894204705954	154.894336	641	TIMEOUT	1800.614045	1800.77863304317	139.292672	
pomdps-unsat_mem_1_milos-aaai97_1.yml	unsat	false	false	3.551842	3.709529520943761	108.568576	3469	unknown	0.498064	0.639540171250701	103.157760		TIMEOUT	1800.62431	1800.9285602960736	309.354496		false	10.516751	10.755898140370846	141.602816	7929	unknown	0.331681	0.44256999995559454	103.161856	
pomdps-unsat_mem_1_network_1.yml	unsat	false	false	0.459398	0.5923151960596442	105.336832	21	unknown	0.504798	0.6451347758993506	102.916096		false	0.822726	1.074722532182932	140.582912		false	0.609313	0.8096793591976166	139.792384	41	unknown	0.323052	0.4522413797676563	102.985728	
pomdps-unsat_mem_1_nrp-8_1.yml	unsat	false	false	0.50347	0.6384032247588038	131.997696	43	false	0.571664	0.7249687407165766	146.231296	8	false	0.808419	1.0902231931686401	156.291072		false	0.590459	0.7879446856677532	154.157056	23	false	0.370293	0.5201759533956647	147.173376	26
pomdps-unsat_mem_1_query-s2_1.yml	unsat	false	false	0.454662	0.5875960951671004	105.271296	15	unknown	0.535543	0.6841025063768029	102.907904		false	853.911732	854.2020264016464	155.193344		false	0.507298	0.7217226438224316	140.312576	22	unknown	0.454485	0.5726071782410145	102.973440	
pomdps-unsat_mem_1_query-s3_1.yml	unsat	false	false	1.17673	1.3236761270090938	105.992192	58	unknown	0.599127	0.7542770784348249	103.366656		TIMEOUT	1800.616288	1800.9217263581231	263.802880		false	1.177222	1.3538053473457694	139.939840	114	unknown	0.345964	0.4585316041484475	103.403520	
pomdps-unsat_mem_1_refuel-06_1.yml	unsat	false	false	1.027533	1.165460504591465	132.214784	1035	TIMEOUT	1800.626734	1800.8581660082564	238.669824		false	268.14914	268.4468225631863	231.391232		false	4.597794	4.793709992431104	156.852224	3824	false	0.715665	0.8591338731348515	148.201472	1036
pomdps-unsat_mem_1_refuel-20_1.yml	unsat	false	TIMEOUT	1800.667905	1800.8705229209736	1011.462144		TIMEOUT	1800.628941	1800.8843415789306	267.968512		TIMEOUT	1800.660118	1800.9431529827416	1048.338432		TIMEOUT	1800.731113	1801.0052253091708	2057.814016		TIMEOUT	1800.666294	1800.889503981918	970.657792	
pomdps-unsat_mem_1_rocks-12_1.yml	unsat	false	false	356.087879	356.2393115805462	464.449536	28990	TIMEOUT	1800.630836	1800.8713711313903	243.789824		TIMEOUT	1800.66402	1800.9034589575604	865.697792		TIMEOUT	1800.672366	1800.9306387724355	1094.799360		false	426.009889	426.19033180270344	501.215232	28999
pomdps-unsat_mem_2_4x3-95_2.yml	unsat	false	false	0.655031	0.8239534310996532	105.607168	295	unknown	0.517667	0.6653410689905286	103.251968		TIMEOUT	1800.616283	1800.842671125196	144.695296		false	18.860034	19.060166825540364	154.308608	18026	unknown	0.370215	0.48452131263911724	103.247872	
pomdps-unsat_mem_2_4x5x2-95_2.yml	unsat	false	false	0.812706	0.9566858997568488	106.332160	417	unknown	0.502675	0.658187622204423	103.440384		false	130.134374	130.31949096079916	195.907584		false	7.239543	7.436779543757439	140.029952	6270	unknown	0.352335	0.47484313137829304	103.432192	
