tool			synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 	synthesis 
run set			PAYNT-1-by-1	PAYNT-1-by-1	PAYNT-1-by-1	PAYNT-1-by-1	PAYNT-1-by-1	SMT(LRA)	SMT(LRA)	SMT(LRA)	SMT(LRA)	SMT(LRA)	SMPMC	SMPMC	SMPMC	SMPMC	SMPMC	PAYNT-AR-MDP-Eval	PAYNT-AR-MDP-Eval	PAYNT-AR-MDP-Eval	PAYNT-AR-MDP-Eval	PAYNT-AR-MDP-Eval
benchmarks/files/robust-q3/			status	CPU Time (s)	Wall Time (s)	Memory (MB)	Iterations	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Iterations	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Iterations	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Iterations
mdp-families-sat_mem_1_avoid-8-2-big-family_1.yml	sat	true	TIMEOUT	1800.72972	1801.7826606929302	976.150528		TIMEOUT	1800.90627	1801.9568104660138	2021.158912		TIMEOUT	1801.158341	1803.1984208719805	3108.052992		TIMEOUT	1800.80847	1801.9543395107612	400.732160	
mdp-families-sat_mem_1_avoid-8-2-easy-big-family_1.yml	sat	true	TIMEOUT	1800.743354	1801.58472346887	305.426432		TIMEOUT	1800.964586	1802.200117778033	2020.462592		TIMEOUT	1801.158083	1802.3865610267967	1069.588480		TIMEOUT	1800.826179	1802.8429825892672	682.971136	
mdp-families-sat_mem_1_avoid-8-2-easy_1.yml	sat	true	TIMEOUT	1800.652954	1801.827714770101	838.242304		TIMEOUT	1800.957985	1802.0994179928675	2117.066752		TIMEOUT	1801.017191	1803.1039435658604	2723.586048		TIMEOUT	1800.919926	1802.203457761556	454.520832	
mdp-families-sat_mem_1_avoid-8-2_1.yml	sat	true	TIMEOUT	1800.863146	1801.6811059620231	996.978688		TIMEOUT	1800.954792	1802.2736142994836	2111.213568		TIMEOUT	1801.686501	1802.9937602784485	3012.706304		TIMEOUT	1801.059983	1802.422880099155	714.379264	
mdp-families-sat_mem_1_catch-5_1.yml	sat	true	true	2.979071	3.5932801393792033	135.569408	3546	TIMEOUT	1800.65646	1801.731647725217	288.239616		TIMEOUT	1800.937891	1802.9709675004706	1437.642752		TIMEOUT	1800.726114	1802.4662442300469	159.084544	
mdp-families-sat_mem_1_dpm-switch-q10-big-big-family_1.yml	sat	true	TIMEOUT	1800.782974	1801.611255304888	458.522624		TIMEOUT	1800.774832	1801.7977427067235	878.301184		TIMEOUT	1801.193798	1802.9634597050026	2520.023040		TIMEOUT	1800.837187	1802.4577227365226	351.354880	
mdp-families-sat_mem_1_dpm-switch-q10-big-family_1.yml	sat	true	true	906.946229	907.6421157894656	147.722240	803450	TIMEOUT	1800.770502	1801.8685067119077	401.068032		TIMEOUT	1800.851342	1802.579970636405	668.315648		TIMEOUT	1800.793105	1802.2554550999776	151.695360	
mdp-families-sat_mem_1_dpm-switch-q10-big_1.yml	sat	true	true	126.888081	127.4858367824927	192.221184	23718	TIMEOUT	1800.708936	1801.8900742484257	768.897024		TIMEOUT	1801.447666	1803.1173604326323	2772.340736		true	36.655973	37.66666431352496	208.359424	198
